POS,#,Name,Inf,ORG,Age,B,T,OVR,CON,BABIP,GAP,POW,EYE,K's,CON vL,POW vL,CON vR,POW vR,BUN,BFH,STU,CON,PBABIP,HRR,PIT,STM,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,STE,DEF,G,PA,AB,AVG,OBP,SLG,wOBA,OPS,OPS+,BABIP,WPA,wRC,wRC+,wRAA,WAR,G,BB,K,ERA,AVG,OBP,SLG,OPS,BABIP,WHIP,HR/9,H/9,BB/9,K/9,ERA+,FIP,WAR,SIERA,POS,G,EFF,SLR,SctAcc
SP,44,Robbie Erlin,,-,35,R,L,2.0 Stars,13,21,1,1,1,1,13,1,13,1,44,36,20,51,43,43,6,67,4,4,2,18,12,39,12,37,20,11,16,8,38,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,Free agent,Very High
SP,21,Danny Escalera,,Los Angeles Angels,16,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,26,6,1,1,34,1,3,75,1,3,2,16,32,38,10,27,37,33,12,8,55,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,15,Alex Escamilla,,Baltimore Orioles,17,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,59,8,1,1,28,1,3,58,4,3,4,7,7,30,1,22,35,34,17,7,17,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,7,Frank Escamilla,,San Francisco Giants,18,L,L,0.5 Stars,1,1,1,1,1,1,1,1,1,1,68,12,10,1,32,1,4,47,2,3,3,25,14,25,3,39,37,43,18,3,43,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,21,Mel Escobar,,Detroit Tigers,17,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,93,12,1,1,35,1,3,53,4,2,4,22,9,56,14,32,26,42,1,1,44,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,16,Pablo Escobar,,Toronto Blue Jays,16,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,55,2,1,1,27,1,3,61,4,4,2,15,21,38,15,57,39,56,4,1,43,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,4,Pablo Escobar,,Washington Nationals,18,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,29,1,10,1,31,1,4,46,3,1,1,11,17,23,5,43,32,35,11,1,30,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,12,Alex Escobedo,,Pittsburgh Pirates,17,R,R,1.0 Stars,1,1,1,1,1,1,1,1,1,1,28,3,9,6,38,8,4,81,2,5,1,23,49,55,7,44,45,53,3,1,80,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,30,Paolo Espino,,-,39,R,R,1.5 Stars,11,1,1,1,1,17,11,1,11,1,70,7,18,56,38,39,4,38,-,-,-,23,18,49,15,24,34,51,9,16,53,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,Free agent,Very High
SP,14,Sal Espinosa,,Tampa Bay Rays,16,L,L,0.5 Stars,1,4,1,1,1,1,1,1,1,1,84,9,1,1,30,1,3,55,4,1,2,10,2,41,3,39,33,40,4,1,18,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,25,Albin Espinoza,,Atlanta Braves,17,R,L,0.5 Stars,1,1,1,1,1,1,1,1,1,1,33,8,3,5,39,1,6,55,1,2,2,13,27,38,3,44,37,43,12,3,46,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,4,Jorden Espinoza,,-,20,L,L,0.5 Stars,4,1,1,1,1,8,3,1,5,1,46,12,14,1,53,1,3,42,1,1,2,24,36,47,15,11,17,28,11,6,54,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,Free agent,Very High
SP,13,Francisco Esquenazi,,Seattle Mariners,17,R,L,0.5 Stars,1,1,1,1,1,1,1,1,1,1,24,14,10,10,35,1,3,42,11,9,7,21,17,62,3,41,33,50,4,2,52,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,13,Danny Esquivel,,Detroit Tigers,16,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,90,11,5,1,33,1,3,41,1,1,3,14,1,54,16,58,48,57,7,7,27,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,36,Juan Esquivel,,Colorado Rockies,17,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,87,7,7,1,36,1,3,69,3,2,1,19,23,31,4,48,45,40,9,2,48,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,73,Alex Estrada,,Toronto Blue Jays,16,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,45,2,10,1,39,1,3,82,4,2,1,20,15,55,32,35,35,42,12,1,50,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,60,Jorge Estrada,,Boston Red Sox,16,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,27,5,1,1,28,1,3,74,2,3,3,20,16,40,6,60,46,58,7,1,44,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,1,Casan Evans,,-,21,R,R,1.0 Stars,10,1,1,1,1,15,10,1,10,1,57,30,18,2,57,1,4,56,1,1,1,64,68,57,63,47,55,44,60,63,98,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,Free agent,Very High
SP,13,Joshua Evans,,-,20,R,L,1.0 Stars,1,1,1,1,1,3,1,1,1,1,57,17,12,1,45,11,3,48,1,1,1,18,23,22,22,30,25,27,20,18,35,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,Free agent,Very High
SP,14,Eric Eversole,,-,20,L,L,1.5 Stars,6,13,1,1,1,1,1,1,7,1,31,8,42,2,50,1,3,80,1,1,1,25,39,55,3,70,54,57,5,1,76,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,Free agent,Very High
SP,14,Bailey Falter,,Pittsburgh Pirates,29,R,L,2.5 Stars,1,1,1,1,1,1,1,1,1,1,45,8,34,60,54,46,4,64,4,4,4,36,9,47,12,31,24,49,12,11,59,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,52,22,64,2.67,.254,.302,.390,.692,.286,1.21,0.9,8.7,2.2,6.3,146,3.69,0.9,4.12,1,52,1.030,$3 400 000,Very High
SP,36,Jake Faria,,-,33,R,R,1.5 Stars,12,15,16,1,1,12,13,1,12,1,28,26,34,33,39,37,3,50,-,-,-,18,25,45,7,-,-,-,17,19,52,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,Free agent,Very High
SP,17,Paul Farley,,-,21,R,R,0.5 Stars,1,1,1,1,1,2,1,1,1,1,30,28,9,1,34,1,4,44,1,1,1,25,25,16,25,22,25,34,12,16,41,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,Free agent,Very High
SP,6,Chris Favela,,Athletics,18,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,41,7,1,1,33,1,4,76,2,4,2,14,12,39,19,38,34,37,3,2,34,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,15,Erick Fedde,,St. Louis Cardinals,33,R,R,2.5 Stars,1,1,1,1,1,1,1,1,1,1,51,32,43,61,49,44,4,62,1,1,5,40,32,39,12,28,25,17,18,16,80,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,33,43,144,3.93,.232,.285,.391,.676,.262,1.13,1.3,7.9,2.3,7.5,99,4.05,1.9,3.66,1,33,1.124,$10 000 000,Very High
SP,27,Ross Felder,,-,20,R,R,0.5 Stars,5,1,8,1,1,10,5,1,5,1,9,11,13,5,55,1,3,63,1,1,1,16,17,60,13,6,16,26,14,21,35,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,Free agent,Very High
SP,18,Alex Felipe,,Pittsburgh Pirates,17,R,L,0.5 Stars,1,1,1,1,1,1,1,1,1,1,95,1,1,1,29,1,3,33,2,2,4,10,24,22,1,40,29,35,8,2,35,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,21,Gray Fenter,,-,30,R,R,1.5 Stars,1,1,1,1,1,1,1,1,1,1,36,28,40,11,54,25,4,43,2,2,2,19,46,45,10,1,10,25,10,12,75,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,Free agent,Very High
SP,12,Josh Fernald,,-,21,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,49,25,12,1,31,1,3,53,1,1,1,16,20,29,26,24,35,38,14,9,32,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,Free agent,Very High
SP,22,Pedro Fernandez,,Athletics,16,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,36,2,1,1,37,1,3,43,1,1,1,19,12,79,6,33,34,59,7,1,49,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,7,Ruben Fernandez,,Seattle Mariners,16,L,L,0.5 Stars,1,1,1,1,1,1,1,1,1,1,41,8,1,2,36,4,3,52,2,1,4,20,11,39,3,34,30,40,8,4,39,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,1,Santino Feroci,,Toronto Blue Jays,17,S,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,87,8,6,1,32,1,3,43,13,5,10,16,12,28,12,50,40,42,2,2,33,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,19,Bradley Ferrell,,-,21,L,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,28,17,12,1,56,1,3,51,1,1,1,31,36,36,35,50,28,47,42,49,60,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,Free agent,Very High
SP,47,Manuel Figuereo,,-,22,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,42,21,1,1,53,1,3,28,1,1,2,25,27,45,16,6,21,28,14,11,48,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,Free agent,Very High
SP,10,Gary Fisher,,-,16,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,69,2,5,1,34,1,6,69,2,3,2,16,16,39,12,38,35,43,2,2,40,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,Free agent,Very High
SP,18,Nate Fisher,,-,30,L,L,2.0 Stars,1,2,1,1,9,1,1,1,1,1,16,26,24,47,53,46,4,45,1,1,3,27,19,53,20,9,18,28,9,7,60,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,Free agent,Very High
SP,0,Jack Flaherty,,Arizona Diamondbacks,30,R,R,3.0 Stars,17,21,22,9,14,14,18,10,16,9,60,20,60,51,56,48,5,52,1,1,3,24,51,60,23,29,35,53,29,30,83,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,34,61,222,3.20,.222,.291,.368,.659,.282,1.14,1.0,7.5,2.7,10.0,121,3.41,3.7,2.94,1,34,1.030,$20 325 000,Very High
SP,31,Zach Fletcher,,-,24,L,L,0.5 Stars,5,1,1,1,1,13,5,1,5,1,46,22,13,1,50,1,3,37,1,1,1,43,46,46,39,48,37,40,32,41,77,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,Free agent,Very High
SP,2,Alex Flores,,Houston Astros,16,R,R,1.0 Stars,1,1,1,1,1,1,1,1,1,1,82,12,6,2,36,8,4,59,4,2,2,18,12,56,9,48,36,51,16,2,41,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,39,Arturo Flores,,Washington Nationals,16,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,35,5,1,1,29,1,3,54,1,2,2,14,16,29,7,46,35,43,17,8,35,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,4,Jason Flores,,-,20,R,R,1.0 Stars,1,1,1,1,1,8,1,1,1,1,36,28,15,3,47,1,4,46,1,1,1,15,19,12,17,30,22,24,20,21,27,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,Free agent,Very High
SP,26,Jesus Flores,,Kansas City Royals,16,L,L,0.5 Stars,1,1,1,1,1,1,1,1,1,1,68,9,5,1,33,1,3,76,11,11,12,23,24,13,3,32,41,23,6,1,48,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,37,Rich Flores,,Colorado Rockies,16,L,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,26,5,9,1,35,1,4,49,3,4,1,23,12,35,12,45,37,37,6,1,43,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,29,Juan Florido,,New York Yankees,16,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,55,10,2,1,35,1,4,66,2,4,1,13,23,35,5,38,40,47,8,1,42,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,34,Curtis Foland,,-,17,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,99,2,12,1,35,4,3,87,9,13,11,24,21,51,6,16,28,34,8,1,57,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,Free agent,Very High
SP,13,Tanner Folds,,-,23,R,L,0.5 Stars,9,1,1,1,1,14,9,1,9,1,37,31,10,1,29,1,4,32,1,1,1,22,25,17,18,32,30,27,30,31,39,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,Free agent,Very High
SP,28,Dyoguo Folques,,Chicago White Sox,17,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,37,1,12,1,35,1,3,65,9,13,8,20,8,45,20,36,33,41,10,18,39,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,24,Cesar Fontes,,Chicago Cubs,16,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,34,4,1,1,31,1,3,59,2,2,1,14,19,39,11,50,27,52,8,1,40,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,19,Matt Forrest,,-,17,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,103,3,10,1,35,1,3,47,1,3,1,15,17,44,5,33,33,40,7,4,40,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,Free agent,Very High
SP,39,Charlie Foster,,-,20,L,L,1.0 Stars,1,1,1,1,1,5,1,1,1,1,17,43,15,9,43,3,3,58,1,1,1,20,21,14,14,26,28,23,9,3,33,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,Free agent,Very High
SP,17,Jorge Franco,,Boston Red Sox,16,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,32,9,1,1,33,1,3,61,1,5,2,25,19,34,22,55,52,43,12,1,53,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,45,Felix Francos,,New York Mets,16,L,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,81,10,8,2,40,7,4,69,15,9,10,24,33,67,8,54,50,58,11,2,73,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,27,Jack Frankel,,-,21,R,R,0.5 Stars,1,1,9,1,1,1,1,1,1,1,74,14,14,1,55,1,4,64,2,2,3,33,13,47,17,16,25,29,11,6,44,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,Free agent,Very High
SP,8,Alex Frausto,,San Diego Padres,17,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,56,2,9,2,35,1,3,56,1,4,3,14,7,62,1,48,41,59,14,5,33,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,8,Jim Freemann,,-,17,L,R,1.0 Stars,1,1,1,1,1,1,1,1,1,1,46,6,11,2,45,9,4,61,5,13,5,12,9,42,7,51,43,47,6,2,29,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,Free agent,Very High
SP,57,Max Fried,,New York Yankees,32,L,L,3.5 Stars,15,14,13,1,1,19,14,1,16,1,68,15,48,65,59,72,6,61,-,-,-,26,48,48,13,31,43,51,19,17,80,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,33,56,171,3.20,.239,.298,.346,.644,.297,1.21,0.5,8.2,2.6,8.0,125,2.95,5.4,3.67,1,33,.962,$14 500 000,Very High
SP,89,Matt Frisbee,,-,29,R,R,2.0 Stars,10,7,1,1,17,13,10,1,10,1,23,4,26,50,51,36,3,53,1,1,1,23,23,58,7,5,18,19,16,17,59,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,Free agent,Very High
SP,33,Hunter Gaddis,,Cleveland Guardians,28,R,R,2.5 Stars,1,2,1,1,1,1,1,1,1,1,51,7,40,63,69,48,3,26,3,3,1,13,15,50,9,41,5,30,14,16,38,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,32,53,143,2.89,.213,.278,.360,.639,.242,1.08,1.0,7.1,2.7,7.3,139,3.92,2.4,3.87,1,32,.962,$740 000,Very High
SP,39,Zac Gallen,,Cleveland Guardians,31,R,R,3.0 Stars,1,1,1,1,1,1,1,1,1,1,46,3,44,50,58,55,5,59,1,1,2,27,34,47,20,3,3,3,16,22,73,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,33,65,161,3.81,.218,.296,.396,.692,.246,1.16,1.3,7.2,3.2,8.0,105,4.39,1.4,3.84,1,33,1.110,$12 900 000,Very High
SP,45,Ramon Galvan,,Cincinnati Reds,17,L,L,0.5 Stars,1,1,1,1,1,1,1,1,1,1,97,11,7,1,36,1,3,75,3,1,1,17,20,22,4,48,35,38,11,3,40,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,7,Miguel Galvez,,St. Louis Cardinals,17,L,L,0.5 Stars,1,1,1,1,1,1,1,1,1,1,46,7,8,3,39,1,3,74,8,10,13,18,21,65,3,48,43,57,12,1,52,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,16,Antonio Garcia,,Athletics,17,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,40,5,1,1,35,1,3,17,15,7,13,28,2,40,10,22,32,40,6,2,41,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,18,Chris Garcia,,New York Yankees,16,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,49,4,1,1,30,1,3,44,10,9,16,16,2,34,5,32,40,35,18,2,24,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,2,Dan Garcia,,Pittsburgh Pirates,17,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,92,9,1,1,31,1,4,51,13,10,12,17,33,27,8,37,32,37,9,1,55,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
