POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON.1,PBABIP,HRR,STU vL,MOV vL,CON vL.1,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR.1,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP.1,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA.1,WAR.1,rWAR,SIERA,STM_per_IP,log_IP,Predicted_FIP
RP,11,Tink Hence,,St. Louis,MLB,MLB,08/06/2002,23,USA,6' 1',195 lbs,Right,Right,2.0 Stars,3.0 Stars,4,3,16,1,11,6,3,4,16,1,11,6,3,4,16,1,11,6,76,24,Normal,Normal,Normal,40,45,46,60,42,36,43,44,60,39,43,48,48,60,45,52.0,35.0,34.0,37.0,,,,,,,,,4,FB,95.0,94-96,OTT,Normal,56.0,30.0,3,3,1,23,31,39,25,5,17,31,40,43,44,42,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,24.2,12,4.38,4.53,-0.2,-0.1,0.0,4.09,2.314048630558417,3.2268439945173775,4.498769337933134
RP,53,Cristian Javier,,Houston,MLB,MLB,03/26/1997,28,DOM,6' 1',205 lbs,Right,Right,2.0 Stars,2.0 Stars,4,1,1,1,1,10,1,5,1,1,1,11,1,4,1,1,1,10,46,12,Normal,Spray,Spray,51,42,42,75,35,48,39,41,71,32,54,43,42,78,38,64.0,43.0,44.0,60.0,,,,,,,,,4,EX FB,95.0,94-96,3/4,Normal,57.0,43.0,1,1,1,31,44,51,32,3,2,2,15,15,11,24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,34.2,24,6.23,6.11,-0.8,-0.5,-0.5,3.23,1.6666661793373743,3.5610460826040513,5.862107161811375
RP,99,James Karinchak,,Chicago,MLB,MLB,09/22/1995,30,USA,6' 3',215 lbs,Right,Right,2.0 Stars,2.0 Stars,9,1,1,1,1,13,1,10,1,1,1,13,1,9,1,1,1,13,45,19,Normal,Spray,Spray,66,50,28,60,49,69,51,28,61,49,64,50,28,59,48,72.0,,87.0,,,,,,,,,,2,FB,94.0,93-95,OTT,Normal,15.0,54.0,1,1,1,31,12,50,11,6,21,46,17,9,21,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,29,7,49.2,37,6.7,5.24,-1.4,-0.8,-1.9,3.32,0.30487798681341727,3.9160150266976834,4.968204673887101
RP,40,Tyler Kinley,,Colorado,MLB,MLB,01/31/1991,34,USA,6' 4',220 lbs,Right,Right,2.0 Stars,2.0 Stars,14,22,14,1,6,4,22,14,14,1,7,5,21,13,14,1,6,4,54,13,Normal,Normal,Normal,58,44,41,47,43,50,39,39,43,38,67,47,41,51,46,63.0,35.0,,88.0,,,,,,,,,3,FB,96.0,95-97,3/4,Power,16.0,34.0,2,2,3,30,25,41,23,12,25,28,14,9,15,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,1,4,51.2,37,6.45,4.23,-0.5,0.2,-0.9,3.92,0.3124999389648556,3.955082494888593,4.495753319499596
RP,39,Ben Lively,,Cleveland,MLB,MLB,03/05/1992,33,USA,6' 4',190 lbs,Right,Right,2.0 Stars,2.0 Stars,1,1,8,1,14,1,1,1,8,1,14,1,1,1,7,1,14,1,34,16,Normal,Normal,Normal,38,45,60,50,43,35,41,58,46,40,39,47,62,52,45,36.0,32.0,24.0,32.0,38.0,,,,,,,,5,FB,91.0,90-92,3/4,Normal,47.0,46.0,3,3,1,24,22,38,18,15,16,32,9,2,18,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,1,113.1,51,4.05,3.88,1.2,0.5,0.5,3.85,0.41556141330137814,4.73707525686803,4.155420860234905
RP,24,Michael Lorenzen,,Kansas City,MLB,MLB,01/04/1992,33,USA,6' 3',215 lbs,Right,Right,2.0 Stars,2.0 Stars,22,37,7,69,1,4,38,24,8,79,3,6,37,22,6,66,1,3,61,38,Flyball,Normal,Normal,35,49,43,66,46,33,48,42,63,45,36,50,43,69,47,47.0,25.0,15.0,36.0,35.0,,31.0,,,,,,6,FB,98.0,97-99,3/4,Power,49.0,51.0,-,-,-,18,66,51,28,64,59,80,52,61,43,57,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,1,0,71.2,30,3.77,4.38,-1.0,-0.1,0.3,4.49,0.6882021505334057,4.279440045898781,4.429232300155546
RP,14,Anthony Maldonado,,Athletics,MLB,MLB,02/06/1998,27,USA,6' 4',220 lbs,Right,Right,2.0 Stars,2.5 Stars,1,3,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,60,13,Normal,Normal,Normal,43,50,47,57,49,36,44,45,51,42,49,57,49,63,55,,,,51.0,51.0,,,,,,,,2,NEU,93.0,92-94,3/4,Normal,23.0,41.0,2,2,1,29,31,44,18,45,43,25,18,7,17,25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,1,0,25.1,10,3.55,3.5,1.0,0.2,0.1,3.55,0.9163342962811568,3.261935314328648,3.7739466378794386
RP,32,Steven Matz,,St. Louis,MLB,MLB,05/29/1991,34,USA,6' 2',205 lbs,Right,Left,2.0 Stars,2.0 Stars,23,25,18,1,20,23,25,24,19,1,20,23,25,23,18,1,20,23,42,20,Normal,Normal,Normal,40,43,52,40,44,42,45,54,42,46,40,43,52,40,43,50.0,45.0,36.0,39.0,,,,,,,,,4,EX FB,94.0,93-95,3/4,Normal,47.0,40.0,1,-,-,40,33,54,17,19,30,40,11,18,10,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,1,6,99.1,41,3.71,3.39,-1.4,1.0,0.4,4.01,0.4742683678841203,4.6061696863211745,3.797455972159854
RP,55,Taylor Rogers,,Cincinnati,MLB,MLB,12/17/1990,34,USA,6' 3',195 lbs,Left,Left,2.0 Stars,2.0 Stars,7,3,12,1,9,10,2,6,11,1,9,9,3,8,12,1,9,10,45,5,Normal,Normal,Normal,60,43,44,50,40,100,50,48,59,49,51,39,43,46,37,,,,64.0,69.0,,,,,,,,2,NEU,94.0,93-95,3/4,Normal,14.0,63.0,1,-,-,21,26,38,25,1,-,-,13,13,17,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,3,59.2,13,1.96,3.51,0.7,0.8,2.1,2.91,0.23648644653945158,4.097672352314776,3.602665066662176
RP,28,Mitch Spence,,Athletics,MLB,MLB,05/06/1998,27,USA,6' 1',185 lbs,Right,Right,2.0 Stars,2.0 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51,2,Normal,Normal,Normal,36,47,53,53,46,34,46,52,51,44,37,49,55,55,48,,18.0,31.0,37.0,34.0,,39.0,,,,,,5,NEU,93.0,92-94,3/4,Normal,57.0,38.0,2,2,3,49,28,48,23,24,17,21,17,13,23,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,1,132.0,69,4.7,4.85,-2.0,-0.7,-1.2,3.94,0.4318181491046857,4.890349128221754,4.6965269219247885
RP,46,Trent Thornton,,Seattle,MLB,MLB,09/30/1993,31,USA,6' 0',195 lbs,Right,Right,2.0 Stars,2.0 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,59,11,Normal,Normal,Normal,46,44,56,56,42,46,44,56,56,41,47,45,57,56,42,57.0,,40.0,53.0,,24.0,44.0,,,,,,5,EX FB,97.0,96-98,OTT,Power,16.0,56.0,1,1,2,26,22,51,12,24,2,19,18,19,12,24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,1,0,44.1,17,3.45,4.13,1.0,-0.1,0.4,3.66,0.3628117091129911,3.8088822465086327,4.173898853693106
RP,40,Jacob Waguespack,,Tampa Bay,MLB,MLB,11/05/1993,31,USA,6' 6',240 lbs,Right,Right,2.0 Stars,2.0 Stars,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,45,9,Normal,Spray,Spray,46,47,43,50,45,45,46,43,49,45,46,47,43,51,46,56.0,42.0,36.0,50.0,,,,,,,,,4,NEU,95.0,94-96,OTT,Normal,47.0,44.0,2,3,4,12,10,43,3,22,17,11,13,9,9,23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,1,31.1,10,2.87,3.35,0.6,0.3,0.5,2.92,1.5112535333589925,3.4688560301359703,4.071966527350522
RP,30,Kyle Wright,,Kansas City,MLB,MLB,10/02/1995,29,USA,6' 4',215 lbs,Right,Right,2.0 Stars,2.5 Stars,1,1,1,1,1,4,1,3,1,1,1,6,1,1,1,1,1,3,56,6,Normal,Pull,Pull,39,49,46,56,47,37,47,45,54,46,40,50,47,57,48,45.0,23.0,34.0,35.0,35.0,,,,,,,,5,GB,97.0,96-98,3/4,Power,55.0,57.0,1,1,1,33,61,50,35,13,25,23,18,18,10,26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,2,62.0,40,5.81,4.66,-1.9,-0.3,-0.8,4.02,0.8870966311134465,4.143134726391533,4.7837205660583955
RP,31,Tyler Anderson,,Los Angeles,MLB,MLB,12/30/1989,35,USA,6' 2',220 lbs,Left,Left,2.0 Stars,2.0 Stars,14,13,14,1,9,17,12,12,13,1,7,15,13,14,14,1,10,18,55,29,Normal,Normal,Normal,37,44,47,58,41,39,47,49,61,44,36,43,47,57,40,37.0,45.0,,25.0,31.0,,33.0,,,,,,5,EX FB,91.0,90-92,3/4,Normal,55.0,68.0,-,-,-,32,28,51,39,-,-,-,12,15,9,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,1,0,93.0,48,4.65,4.39,-0.6,0.4,-0.1,4.7,0.5913977858712058,4.543294782270004,4.364919613844995
RP,58,Paul Blackburn,,New York,MLB,MLB,12/04/1993,31,USA,6' 1',195 lbs,Right,Right,2.0 Stars,2.0 Stars,10,16,1,1,1,1,16,11,1,1,1,1,16,10,1,1,1,1,80,15,Normal,Normal,Normal,34,48,48,53,47,31,46,47,51,45,35,49,49,54,48,32.0,26.0,19.0,26.0,31.0,,32.0,,,,,,6,NEU,92.0,91-93,3/4,Normal,46.0,61.0,-,-,-,31,28,38,12,-,-,-,22,12,11,43,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,1,72.1,23,2.86,3.5,-0.6,0.8,1.4,4.04,0.6380026854365207,4.291828366755733,3.884614111890666
RP,27,Edward Cabrera,,Miami,MLB,MLB,04/13/1998,27,DOM,6' 5',215 lbs,Right,Right,2.0 Stars,2.0 Stars,1,2,1,1,1,1,3,3,1,1,1,3,1,1,1,1,1,1,45,32,Normal,Pull,Pull,52,46,36,61,43,49,45,35,59,42,54,48,36,62,45,70.0,54.0,58.0,51.0,47.0,,,,,,,,5,NEU,96.0,95-97,3/4,Power,41.0,48.0,4,4,3,28,52,28,31,1,1,1,21,17,12,30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,1,1,128.2,73,5.11,5.16,-1.3,-0.3,-0.7,4.26,0.31981276756530674,4.861361591348501,4.998670138376774
RP,64,Sean Hjelle,,San Francisco,MLB,MLB,05/07/1997,28,USA,6' 11',225 lbs,Right,Right,2.0 Stars,2.0 Stars,1,6,1,1,1,1,7,1,1,1,1,1,6,1,1,1,1,1,67,11,Normal,Normal,Normal,38,47,50,44,48,34,43,48,38,44,42,50,53,47,50,,,,40.0,40.0,,35.0,,,,,,3,GB,96.0,95-97,3/4,GB'er,33.0,42.0,3,3,5,13,23,57,18,22,20,57,13,5,14,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,57.0,26,4.11,4.89,0.4,-0.7,0.1,4.05,0.5789472668513567,4.060443010546419,4.6996133104644775
RP,78,Bryan Hoeing,,San Diego,MLB,MLB,10/19/1996,28,USA,6' 6',205 lbs,Right,Right,2.0 Stars,2.0 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,46,28,Normal,Pull,Pull,35,49,57,59,47,30,46,54,54,44,38,52,60,62,50,,,,35.0,38.0,30.0,,,,,,,3,EX GB,95.0,94-96,3/4,GB'er,35.0,42.0,1,2,2,25,12,66,7,22,7,20,11,5,11,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,83.2,52,5.59,5.11,-1.5,-0.2,-0.5,3.71,0.42067302636141507,4.4331949212482815,4.6899344308664395
RP,54,Eric Lauer,,Toronto,MLB,MLB,06/03/1995,30,USA,6' 3',205 lbs,Right,Left,2.0 Stars,2.0 Stars,8,13,1,1,13,1,14,9,1,1,13,1,13,8,1,1,12,1,60,16,Normal,Normal,Normal,41,46,47,62,43,42,47,48,62,44,40,45,47,62,42,41.0,39.0,37.0,30.0,,,41.0,,,,,,5,EX FB,92.0,91-93,3/4,Normal,51.0,63.0,1,1,1,19,58,46,22,16,27,53,18,14,16,23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,1,0,22.1,8,3.22,1.24,-0.1,1.0,0.3,2.76,2.307691263488116,3.139832617527748,2.6517933697140053
RP,6,Alek Manoah,,Toronto,MLB,MLB,01/09/1998,27,USA,6' 6',280 lbs,Right,Right,2.0 Stars,2.0 Stars,1,7,1,1,1,1,8,1,1,1,1,1,7,1,1,1,1,1,41,24,Normal,Normal,Normal,48,46,42,73,42,45,43,42,67,38,51,48,43,78,44,60.0,45.0,,56.0,,,,,,,,,3,EX FB,95.0,94-96,3/4,Normal,48.0,61.0,-,-,-,22,49,38,22,-,-,-,15,4,17,25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,1,0,18.0,7,3.5,3.03,0.0,0.3,-0.0,3.22,2.6666651851860084,2.9444389791664403,3.5542313482839796
RP,48,Alec Marsh,,Kansas City,MLB,MLB,05/14/1998,27,USA,6' 2',220 lbs,Right,Right,2.0 Stars,2.0 Stars,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,36,6,Normal,Normal,Normal,49,46,44,55,44,46,45,44,53,42,51,47,45,56,45,61.0,44.0,48.0,54.0,,,,,,,,,4,FB,95.0,94-96,3/4,Normal,38.0,57.0,2,2,3,16,50,43,31,3,3,3,14,12,12,24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,50.0,25,4.5,5.13,-0.9,-0.3,-0.3,4.37,0.7599998480000304,3.9318256327243257,4.619332394731688
RP,18,Shelby Miller,,Kansas City,MLB,MLB,10/10/1990,34,USA,6' 3',225 lbs,Right,Right,2.0 Stars,2.0 Stars,5,8,1,1,1,3,9,6,1,1,1,5,8,5,1,1,1,2,90,25,Normal,Normal,Normal,43,51,45,74,48,43,51,45,74,48,43,50,45,74,47,46.0,,,,,43.0,43.0,,,,,,3,NEU,93.0,92-94,3/4,Normal,21.0,57.0,-,-,-,21,17,48,15,20,18,58,13,7,12,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,1,1,52.0,26,4.5,3.64,-1.4,0.3,-0.6,3.64,0.40384607618344687,3.970291913552122,3.7767838541295475
RP,47,Frankie Montas,,New York,MLB,MLB,03/21/1993,32,DOM,6' 2',255 lbs,Right,Right,2.0 Stars,2.0 Stars,1,3,2,1,5,1,4,1,2,1,5,1,3,1,2,1,5,1,54,9,Normal,Normal,Normal,44,45,43,56,42,41,42,42,53,39,47,47,44,58,45,51.0,,,41.0,42.0,38.0,42.0,,,,,,5,FB,96.0,95-97,3/4,Power,47.0,55.0,-,-,-,30,13,61,5,17,13,44,12,12,11,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,50.1,21,3.75,4.32,-0.4,0.1,0.5,3.42,0.9381235652447972,3.933784497209659,4.425055902767953
RP,10,Cole Paplham,,San Diego,MLB,MLB,03/19/2000,25,USA,6' 3',210 lbs,Right,Right,2.0 Stars,2.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,19,Normal,Spray,Pull,50,49,35,57,48,51,49,35,57,48,50,49,35,57,47,81.0,,79.0,,,,,,,,,,2,NEU,97.0,97-99,3/4,Power,17.0,21.0,1,1,1,28,23,46,17,23,25,26,40,44,38,36,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,18.1,5,2.45,3.9,0.4,0.1,0.4,4.06,0.939226000427624,2.9496883350525844,4.293154331947546
RP,54,Martin Perez,,Chicago,MLB,MLB,04/04/1991,34,VEN,6' 0',200 lbs,Left,Left,2.0 Stars,2.0 Stars,9,13,1,1,1,1,12,8,1,1,1,1,13,9,1,1,1,1,39,17,Normal,Normal,Normal,31,46,48,39,48,32,46,49,39,49,31,45,48,39,47,32.0,,21.0,,32.0,,29.0,,25.0,,,,5,NEU,93.0,92-94,3/4,Normal,52.0,76.0,-,-,-,19,17,53,6,-,-,-,20,22,22,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,1,0,146.2,88,5.4,4.51,-2.0,0.7,-0.4,4.22,0.35567713025464226,4.991792206294776,4.603675513880687
RP,62,Jose Quintana,,Milwaukee,MLB,MLB,01/24/1989,36,COL,6' 1',220 lbs,Right,Left,2.0 Stars,2.0 Stars,8,11,9,1,5,1,11,8,9,1,6,1,11,7,8,1,4,1,15,12,Normal,Normal,Normal,37,50,42,51,50,39,51,43,52,51,37,49,42,51,49,36.0,34.0,36.0,,40.0,,,,,,,,4,NEU,92.0,91-93,3/4,Normal,48.0,66.0,-,-,-,22,45,42,22,-,-,-,17,16,11,26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,126.1,63,4.49,4.4,-0.2,0.7,0.9,4.28,0.3806502473711144,4.844974178195408,4.552990682645605
RP,12,Sem Robberse,,St. Louis,MLB,MLB,10/12/2001,23,NED,6' 1',195 lbs,Right,Right,2.0 Stars,2.5 Stars,11,14,16,1,12,6,14,11,16,1,12,6,14,11,16,1,12,6,45,10,Normal,Normal,Normal,36,50,49,57,48,36,49,49,55,48,36,51,49,58,49,38.0,32.0,,33.0,,,31.0,,,,,,4,NEU,93.0,92-94,3/4,Normal,34.0,37.0,2,2,2,22,26,48,15,12,17,22,11,16,3,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,15.0,9,5.4,6.83,-0.4,-0.5,-0.2,4.58,2.266665155556563,2.772588722239781,5.804602038756669
RP,41,Joe Ross,,Washington,MLB,MLB,05/21/1993,32,USA,6' 4',220 lbs,Right,Right,2.0 Stars,2.0 Stars,17,20,1,1,3,17,20,18,1,1,3,17,20,17,1,1,3,17,53,50,Normal,Normal,Normal,41,49,44,53,48,39,47,43,51,46,42,50,44,54,49,52.0,30.0,24.0,45.0,,,,,,,,,4,FB,96.0,95-97,3/4,Power,44.0,58.0,-,-,-,21,32,50,19,-,-,-,25,16,25,33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,85.2,40,4.2,4.15,-0.6,0.4,0.3,4.09,0.5164318642685605,4.456670177669648,4.282818657192704
RP,15,Rafael Sanchez,,Toronto,MLB,MLB,08/22/1999,26,CUB,6' 1',215 lbs,Right,Right,2.0 Stars,2.5 Stars,9,1,1,1,1,15,1,9,1,1,1,15,1,9,1,1,1,15,61,22,Normal,Spray,Spray,33,45,57,53,43,34,45,58,51,43,33,45,55,55,43,39.0,,,32.0,,21.0,,,17.0,,,,4,NEU,94.0,93-95,3/4,Normal,49.0,39.0,4,4,5,30,41,61,25,38,28,35,22,14,21,29,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,1,0,19.0,13,6.16,4.45,0.4,-0.1,-0.5,3.9,2.578946011081047,2.995732273553991,4.614334815469351
RP,52,Nick Sandlin,,Toronto,MLB,MLB,01/10/1997,28,USA,5' 11',175 lbs,Right,Right,2.0 Stars,2.0 Stars,7,12,10,1,1,1,12,8,11,1,1,1,12,7,10,1,1,1,33,10,Normal,Normal,Normal,52,48,39,84,43,43,40,37,67,35,63,55,41,97,48,,48.0,,62.0,60.0,,,,,,,,3,FB,94.0,93-95,SIDE,Normal,11.0,39.0,1,1,4,26,28,58,18,3,4,21,25,17,21,34,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,48.1,19,3.54,3.9,0.5,0.1,0.5,4.21,0.22869018114549247,3.893859034800475,4.55542711449986
RP,49,Antonio Senzatela,,Colorado,MLB,MLB,01/21/1995,30,VEN,6' 1',235 lbs,Right,Right,2.0 Stars,2.0 Stars,10,15,1,1,1,1,15,10,1,1,1,1,15,10,1,1,1,1,64,16,Normal,Normal,Normal,26,45,55,37,47,24,42,53,34,45,29,47,57,39,50,41.0,16.0,15.0,34.0,28.0,,,,,,,,5,NEU,96.0,95-97,3/4,Power,54.0,48.0,-,-,-,30,40,30,19,-,-,-,15,7,17,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,5,2,58.1,29,4.47,4.54,-1.5,-0.0,0.0,5.29,0.929431853798304,4.079230924412053,4.543217891794567
RP,10,Robby Snelling,,Miami,MLB,MLB,12/19/2003,21,USA,6' 3',210 lbs,Right,Left,2.0 Stars,2.5 Stars,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,55,24,Normal,Normal,Normal,36,45,43,46,45,41,51,46,50,51,34,43,42,44,43,45.0,30.0,,37.0,,,,,,,,,3,NEU,95.0,94-96,3/4,Normal,53.0,53.0,2,2,1,25,21,54,16,8,20,20,19,11,10,37,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,4,56.1,21,3.36,4.25,-0.6,-0.0,0.9,4.53,0.9447413645737317,4.044804116661965,4.629613455440503
RP,98,Randy Vasquez,,San Diego,MLB,MLB,11/03/1998,26,DOM,6' 0',165 lbs,Right,Right,2.0 Stars,2.0 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,13,Normal,Normal,Normal,40,47,48,56,45,38,45,47,54,42,41,48,49,57,46,45.0,32.0,,40.0,,,36.0,,,,,,4,EX FB,95.0,94-96,3/4,Normal,55.0,47.0,1,1,2,26,29,51,24,7,11,27,30,43,13,33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,1,0,27.2,14,4.55,4.47,0.2,-0.1,-0.0,4.27,2.022058080125706,3.339321977944068,4.6187602770542915
RP,46,Bryse Wilson,,Chicago,MLB,MLB,12/20/1997,27,USA,6' 1',225 lbs,Right,Right,2.0 Stars,2.0 Stars,3,3,1,1,9,2,4,3,1,1,10,3,3,2,1,1,9,2,45,41,Flyball,Normal,Normal,40,43,57,59,40,40,44,58,60,41,39,43,57,59,39,45.0,25.0,31.0,,,,39.0,,,,,,4,EX FB,96.0,95-97,3/4,Power,43.0,48.0,-,-,1,40,41,61,22,47,41,56,18,13,20,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,2,117.2,77,5.89,5.1,-2.1,-0.0,-0.8,3.91,0.3668941666472554,4.772378104971998,4.853006269785782
RP,66,Angel Bastardo,,Toronto,MLB,MLB,06/18/2002,23,VEN,6' 1',175 lbs,Right,Right,2.0 Stars,2.0 Stars,9,11,10,1,4,4,10,8,10,1,3,6,11,8,9,1,5,3,53,10,Normal,Normal,Normal,39,44,40,63,40,38,43,40,62,39,39,45,41,65,41,46.0,42.0,40.0,43.0,,,,,,,,,4,NEU,94.0,93-95,3/4,Normal,45.0,51.0,1,1,1,27,33,54,18,10,17,22,15,11,14,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,26.2,6,2.02,2.99,0.1,0.4,0.8,4.56,1.7175565963524442,3.3032169733019514,3.7139569701816835
RP,62,Jonathan Bowlan,,Kansas City,MLB,MLB,12/01/1996,28,USA,6' 6',240 lbs,Right,Right,2.0 Stars,2.0 Stars,8,14,1,1,1,1,14,9,1,1,1,1,14,8,1,1,1,1,63,5,Normal,Normal,Normal,34,45,48,51,43,31,43,48,49,41,35,46,49,52,44,43.0,20.0,23.0,35.0,31.0,,22.0,,,,,,6,NEU,96.0,96-98,3/4,Power,46.0,43.0,4,4,4,7,5,78,12,24,23,22,14,8,12,23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,13.1,6,4.05,5.5,-0.2,-0.2,-0.0,4.02,3.511447701184961,2.6461747973841225,5.371830082363232
RP,59,Carlos Carrasco,,New York,MLB,MLB,03/21/1987,38,VEN,6' 4',225 lbs,Right,Right,2.0 Stars,2.0 Stars,11,11,1,1,1,12,12,12,1,1,1,13,11,11,1,1,1,12,52,32,Normal,Spray,Spray,38,41,51,37,43,35,39,50,34,41,40,43,51,39,44,40.0,36.0,24.0,42.0,35.0,,,,,,,,5,NEU,93.0,92-94,3/4,Normal,45.0,79.0,-,-,-,30,69,55,19,-,-,-,16,10,13,27,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,99.2,53,4.79,4.99,-0.7,-0.2,0.1,4.2,0.45362898652933603,4.607168188650764,4.887807721393231
