POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON.1,PBABIP,HRR,STU vL,MOV vL,CON vL.1,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR.1,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP.1,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA.1,WAR.1,rWAR,SIERA,Predicted_XGB
SP,38,Ramiro Molina,,Indianapolis,MLB,MLB,08/29/2009,26,USA,6' 0',185 lbs,Right,Right,3.0 Stars,3.0 Stars,9,14,1,1,1,1,17,11,1,10,1,3,14,8,1,1,1,1,35,10,Normal,Normal,Normal,40,67,59,57,72,36,59,56,52,61,44,75,62,60,81,43.0,27.0,,48.0,31.0,,,,,,,,4,EX GB,91.0,90-92,3/4,GB'er,62.0,45.0,11,12,7,24,25,53,11,53,37,54,40,4,7,4,46,42,0.095,0.152,0.095,0.8,0.121,0.247,0.19,-0.47,-1,-0.6,-6.3,0.0,0.0,0.0,0,0,164.0,69,3.79,3.62,0.2,2.4,1.8,3.99,2.3246086
SP,21,Tarik Skubal,,Texas,MLB,MLB,11/20/1996,38,USA,6' 3',220 lbs,Left,Left,3.0 Stars,3.0 Stars,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,1,54,8,Flyball,Spray,Spray,39,49,86,40,53,43,54,91,43,60,38,48,85,39,51,41.0,55.0,12.0,34.0,38.0,,,,,,,,5,GB,92.0,91-93,3/4,GB'er,57.0,62.0,1,1,2,26,17,43,1,18,10,37,14,13,24,20,57,57,0.105,0.105,0.105,0.8,0.093,0.211,0.286,-1.06,-3,-0.7,-9.8,0.0,0.1,0.1,0,0,198.1,75,3.4,2.83,1.1,5.8,3.7,3.03,5.7468915
SP,12,Rick Baxter,,New York,MLB,MLB,10/14/2010,24,AUS,5' 11',180 lbs,Right,Right,3.0 Stars,3.0 Stars,3,10,1,11,13,1,11,8,1,14,16,2,9,1,1,10,12,1,43,3,Flyball,Normal,Normal,54,50,50,57,49,52,50,49,58,49,55,50,51,57,49,94.0,37.0,45.0,,45.0,,,,,45.0,,,5,FB,96.0,95-97,3/4,Power,95.0,37.0,4,1,4,20,12,39,16,35,41,44,9,6,4,20,47,45,0.044,0.064,0.044,0.1,0.053,0.108,0.08,-0.84,-4,-0.9,-9.6,0.0,-0.0,-0.0,0,0,173.2,73,3.78,4.14,0.1,2.2,3.5,3.13,2.1928134
SP,14,Jorge Campos,,Los Angeles,MLB,MLB,07/04/2008,27,DOM,6' 1',200 lbs,Right,Right,3.0 Stars,3.0 Stars,11,17,1,1,14,1,19,12,1,1,18,1,17,10,1,1,13,1,31,11,Normal,Pull,Normal,50,49,59,60,47,49,48,58,60,46,50,49,60,60,47,76.0,57.0,,,,,45.0,,,,23.0,,4,NEU,95.0,94-96,3/4,Normal,59.0,76.0,6,6,14,22,17,59,22,35,30,46,7,10,6,4,49,49,0.102,0.102,0.102,0.4,0.09,0.204,0.217,-0.86,-2,-0.9,-8.7,0.0,0.0,0.0,0,0,169.2,75,3.98,4.11,-0.8,2.3,2.5,3.4,2.4140892
SP,6,Justice de Jong,,Cincinnati,MLB,MLB,07/21/2007,28,USA,6' 3',200 lbs,Right,Right,3.0 Stars,3.0 Stars,44,37,50,62,52,54,38,46,55,71,57,57,36,44,49,60,50,53,26,18,Flyball,Pull,Pull,65,48,45,56,46,67,48,46,56,47,64,48,45,55,46,57.0,85.0,79.0,,,,,,,,,,3,EX FB,92.0,91-93,3/4,Normal,63.0,61.0,1,1,1,40,48,53,27,27,27,31,42,31,47,86,59,48,0.292,0.407,0.479,9.6,0.373,0.886,0.333,0.59,9,0.3,2.3,0.0,0.1,0.1,0,0,154.0,52,3.04,3.84,1.6,3.1,4.3,3.38,2.9919903
SP,12,Yordanny Monegro,,Atlanta,MLB,MLB,10/14/2002,32,DOM,6' 4',200 lbs,Right,Right,3.0 Stars,3.0 Stars,1,6,1,1,12,1,7,1,1,1,14,1,6,1,1,1,12,1,56,13,Normal,Normal,Normal,54,49,48,60,47,50,47,47,59,45,57,51,49,62,49,52.0,46.0,54.0,57.0,,,,,,8.0,,,5,NEU,92.0,91-93,3/4,Normal,53.0,54.0,1,2,1,27,22,49,23,7,8,7,18,13,15,38,16,14,0.0,0.125,0.0,0.1,0.09,0.125,0.0,-0.31,0,-0.2,-2.8,0.0,0.2,0.2,0,0,186.1,71,3.43,3.44,1.1,3.7,4.1,2.95,3.6294127
SP,18,Elio Rebagliati,,Houston,MLB,MLB,10/19/2011,23,VEN,6' 3',200 lbs,Right,Right,3.0 Stars,3.0 Stars,11,16,1,1,14,1,18,13,1,1,16,9,16,10,1,1,13,1,61,10,Normal,Spray,Normal,41,71,61,55,79,34,59,57,50,62,47,82,66,59,91,37.0,,,46.0,30.0,,,,,,,,3,GB,88.0,88-90,3/4,GB'er,75.0,34.0,1,3,2,15,22,39,13,40,43,37,3,3,2,13,30,28,0.036,0.067,0.036,0.2,0.052,0.102,0.071,-0.63,-2,-0.8,-6.1,0.0,0.0,0.0,0,0,98.2,55,5.02,3.96,-1.2,1.3,0.4,4.02,1.2893313
SP,29,Santiago Suarez,,Washington,MLB,MLB,01/11/2005,30,VEN,6' 2',200 lbs,Right,Right,3.0 Stars,3.0 Stars,4,10,1,1,1,1,10,4,1,1,1,1,10,4,1,1,1,1,50,14,Normal,Normal,Normal,43,48,92,56,46,43,48,90,56,46,44,48,93,55,46,61.0,23.0,45.0,,,,46.0,,,,,,4,EX FB,95.0,94-96,3/4,Normal,58.0,61.0,1,1,1,30,31,50,16,8,13,12,31,17,16,38,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0,-0.2,-1.7,0.0,0.0,0.0,0,0,181.0,79,3.93,3.79,-0.1,2.8,2.4,3.71,2.7661319
SP,31,Sergio Villa,,Philadelphia,MLB,MLB,04/21/2009,26,DOM,5' 10',175 lbs,Switch,Right,3.0 Stars,3.5 Stars,2,3,1,1,17,1,1,1,1,1,12,1,5,3,1,1,19,3,34,6,Normal,Pull,Pull,50,50,53,51,50,45,47,50,48,47,56,52,55,52,52,37.0,63.0,,,66.0,,,,,,,,3,NEU,91.0,90-92,3/4,Finesse,97.0,38.0,3,1,1,14,27,13,8,54,46,41,1,9,4,19,20,19,0.053,0.1,0.053,0.2,0.08,0.153,0.1,-0.54,-1,-0.3,-3.6,0.0,0.1,0.1,0,0,206.2,72,3.14,3.31,1.2,4.7,5.5,3.43,4.5959973
SP,15,Angelo Aleman,,Houston,MLB,MLB,03/28/2012,23,DOM,5' 10',165 lbs,Right,Right,2.5 Stars,3.5 Stars,1,1,1,16,23,1,1,1,1,20,25,1,1,1,1,15,22,1,37,2,Flyball,Normal,Spray,56,56,43,52,57,60,58,43,53,59,53,55,43,51,56,,76.0,91.0,,,62.0,47.0,,,,23.0,,5,NEU,95.0,94-96,OTT,Normal,55.0,63.0,14,12,14,26,15,25,3,36,39,42,2,8,2,1,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27,-1,-0.2,-2.2,0.0,-0.0,-0.0,0,0,29.1,8,2.45,2.3,0.5,1.1,1.0,2.71,1.0920578
SP,38,Alexis Loera,,Colorado,MLB,MLB,11/27/2011,23,PUR,6' 2',200 lbs,Right,Left,2.5 Stars,4.5 Stars,1,2,1,1,16,1,5,1,1,1,18,1,1,1,1,1,15,1,62,2,Flyball,Pull,Pull,57,58,43,58,59,63,63,45,59,65,55,55,42,57,55,79.0,59.0,,70.0,44.0,83.0,,,,,,,5,GB,97.0,96-98,OTT,Power,55.0,94.0,1,3,1,19,19,49,7,38,33,46,5,3,1,3,12,12,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.32,-1,-0.1,-3.1,0.0,0.0,0.0,0,0,175.2,93,4.76,4.21,-1.6,2.5,2.1,3.8,2.4701324
SP,24,Alejandro Rosario,,Boston,MLB,MLB,01/06/2002,33,USA,6' 1',200 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,58,4,Flyball,Spray,Spray,55,45,50,59,42,50,43,49,56,39,58,47,51,61,44,67.0,,,64.0,,90.0,,,,,,,3,FB,95.0,94-96,3/4,Normal,60.0,57.0,1,1,3,22,23,55,37,10,34,14,28,19,22,27,49,48,0.042,0.061,0.042,0.2,0.05,0.103,0.095,-0.98,-4,-0.7,-10.4,0.0,0.3,0.3,0,0,178.2,59,2.97,3.33,2.7,4.1,5.7,2.88,3.79605
SP,22,Noah Schultz,,Texas,MLB,MLB,08/05/2003,32,USA,6' 9',205 lbs,Left,Left,2.5 Stars,2.5 Stars,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,4,53,49,Normal,Normal,Normal,52,50,48,45,53,61,62,49,54,67,50,48,48,41,50,87.0,48.0,,87.0,54.0,,,,,,,,4,EX GB,98.0,97-99,SIDE,Power,52.0,53.0,1,1,1,44,49,42,54,17,10,11,27,24,9,21,48,44,0.114,0.188,0.114,1.3,0.15,0.301,0.192,-0.72,0,-0.3,-6.0,0.0,0.0,0.0,0,0,176.2,73,3.72,3.79,1.0,2.9,3.1,3.52,2.8570797
SP,15,Jose Roberto Wittenberg,,Indianapolis,MLB,MLB,07/24/2012,23,USA,6' 3',180 lbs,Right,Right,2.5 Stars,4.0 Stars,1,1,1,10,19,1,5,8,1,15,22,10,1,1,1,8,18,1,38,6,Flyball,Normal,Pull,54,56,43,66,54,52,55,43,64,52,55,57,43,67,55,79.0,52.0,21.0,,55.0,,62.0,,,,,,5,GB,97.0,96-98,3/4,Power,67.0,46.0,4,2,2,27,24,69,23,48,41,55,3,2,2,36,29,27,0.111,0.138,0.111,0.6,0.115,0.249,0.2,-0.37,-1,-0.4,-4.1,0.0,-0.1,-0.1,2,0,133.1,45,3.04,3.17,0.5,2.5,1.7,2.84,2.4635653
SP,4,Rafael Arellano,,Colorado,MLB,MLB,03/30/2010,25,VEN,6' 0',195 lbs,Right,Right,2.5 Stars,3.0 Stars,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,91,10,Flyball,Pull,Normal,54,55,44,52,57,57,57,44,53,59,52,52,43,51,53,84.0,46.0,,,,75.0,45.0,,,47.0,,,5,GB,97.0,96-98,OTT,Power,67.0,81.0,3,4,2,23,19,24,7,30,28,31,6,4,4,4,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18,-1,-0.1,-2.3,0.0,0.0,0.0,0,0,181.0,92,4.57,4.73,-1.5,1.4,2.7,4.16,1.4500616
SP,23,Kevin Bianco,,Philadelphia,MLB,MLB,01/23/2009,26,USA,6' 3',200 lbs,Right,Right,2.5 Stars,3.0 Stars,4,9,1,2,1,1,10,8,1,8,3,4,9,3,1,1,1,1,43,1,Flyball,Normal,Spray,57,45,52,53,42,57,45,53,53,43,57,44,51,54,42,,39.0,,81.0,,69.0,90.0,,,,,,4,NEU,97.0,96-98,OTT,Normal,51.0,83.0,1,1,3,22,5,67,19,50,35,61,4,1,5,26,8,8,0.125,0.125,0.125,0.1,0.11,0.25,0.333,-0.08,0,-0.0,-1.3,0.0,0.0,0.0,0,0,185.0,80,3.89,3.76,0.2,3.1,2.9,3.1,3.0748682
SP,4,Josh Hammond,,Toronto,MLB,MLB,09/21/2006,29,USA,6' 1',200 lbs,Right,Right,2.5 Stars,3.0 Stars,46,48,49,60,46,44,52,49,52,69,48,47,47,45,48,58,45,43,26,21,Normal,Pull,Pull,45,52,48,53,52,42,48,47,49,48,47,58,49,56,59,59.0,39.0,,73.0,23.0,,,,,,,,4,GB,95.0,94-96,3/4,GB'er,54.0,44.0,1,1,1,35,28,74,44,37,25,65,29,20,36,46,81,74,0.23,0.284,0.459,8.9,0.317,0.743,0.289,0.47,9,0.4,0.8,-0.6,0.5,-0.2,0,0,178.1,51,2.57,3.52,1.1,3.3,3.9,3.91,3.2871912
SP,17,Bryan Hayes,,San Diego,MLB,MLB,11/06/2009,25,USA,6' 1',185 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,13,Normal,Spray,Spray,76,50,36,54,49,73,50,36,53,49,78,49,35,55,48,50.0,82.0,70.0,61.0,,71.0,62.0,,,,,,6,FB,92.0,91-93,3/4,Normal,42.0,81.0,1,3,3,20,11,49,9,27,34,42,23,7,9,29,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07,-1,-0.2,-2.2,0.0,0.0,0.0,0,0,187.1,81,3.89,4.21,-0.4,1.8,2.3,2.8,1.7815987
SP,34,Jimmy Hess,,San Diego,MLB,MLB,07/20/2009,26,USA,6' 5',200 lbs,Left,Right,2.5 Stars,3.0 Stars,10,16,1,5,19,1,14,8,1,1,14,1,17,11,1,7,20,1,60,8,Normal,Normal,Normal,48,64,39,55,69,48,63,38,55,69,48,64,39,54,70,,72.0,53.0,37.0,,,75.0,,,,,,4,GB,97.0,96-98,3/4,GB'er,52.0,62.0,13,10,10,17,16,53,10,45,44,48,5,1,2,4,10,10,0.2,0.2,0.2,0.4,0.176,0.4,0.4,-0.19,0,-0.2,-1.0,0.0,0.0,0.0,0,0,183.0,78,3.84,4.2,-0.5,1.8,2.3,4.16,1.7626454
SP,0,Po-Chun Lin,,Seattle,MLB,MLB,07/21/2006,29,TPE,5' 11',195 lbs,Left,Right,2.5 Stars,2.5 Stars,5,10,9,1,6,1,10,5,9,1,6,1,10,5,9,1,6,1,66,10,Normal,Normal,Normal,49,46,56,48,46,50,47,56,49,46,49,46,55,47,45,51.0,56.0,61.0,,,79.0,,,,,,,4,NEU,94.0,93-95,3/4,Normal,63.0,57.0,1,-,3,30,47,59,31,9,17,26,44,9,31,72,52,51,0.039,0.038,0.039,0.2,0.034,0.078,0.091,-1.14,-5,-0.9,-11.0,0.0,0.0,0.0,0,0,180.0,69,3.45,3.95,1.0,2.2,3.7,3.08,2.2450862
SP,72,Miguel Lopez,,Boston,MLB,MLB,01/07/2009,26,PUR,6' 2',195 lbs,Left,Left,2.5 Stars,3.0 Stars,1,5,1,1,1,1,1,1,1,1,1,1,8,3,1,1,5,1,83,12,Normal,Normal,Pull,48,49,45,51,48,49,50,46,52,50,47,49,45,51,48,50.0,27.0,67.0,,38.0,,,,,,,,4,FB,92.0,91-93,3/4,Normal,77.0,86.0,11,11,15,17,13,34,3,42,30,37,12,5,6,3,47,45,0.156,0.191,0.156,1.4,0.161,0.347,0.35,-0.77,0,-0.4,-5.8,0.0,0.4,0.4,0,0,163.0,65,3.59,4.08,0.9,2.1,3.9,4.06,2.0637069
SP,10,Julio Mancillas,,Milwaukee,MLB,MLB,10/19/2011,23,DOM,6' 0',170 lbs,Switch,Right,2.5 Stars,2.5 Stars,7,12,1,13,9,1,14,9,1,17,12,1,12,6,1,12,5,1,32,9,Flyball,Normal,Spray,49,50,58,47,51,45,48,56,45,49,54,53,59,50,55,75.0,55.0,,72.0,,,,,,,,,3,EX FB,95.0,94-96,OTT,Normal,52.0,52.0,3,2,2,22,8,39,11,42,34,45,24,39,39,62,13,11,0.182,0.308,0.182,0.9,0.241,0.49,0.286,-0.05,0,-0.0,-0.7,0.0,0.3,0.3,0,0,168.0,87,4.66,4.45,-1.3,1.4,1.1,3.59,1.4748224
SP,12,Adam Michaud,,Milwaukee,MLB,MLB,05/17/2012,23,USA,6' 2',195 lbs,Left,Right,2.5 Stars,3.0 Stars,17,31,1,12,9,1,26,14,1,6,2,1,33,19,1,14,10,3,85,7,Groundball,Pull,Spray,47,50,72,51,50,47,50,68,51,50,47,50,74,50,50,62.0,57.0,38.0,,,35.0,,,40.0,,,,5,NEU,94.0,93-95,3/4,Normal,35.0,3.0,5,6,9,13,2,36,1,38,30,38,20,10,2,6,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13,0,-0.2,-1.0,0.0,0.0,0.0,1,0,124.1,44,3.18,3.41,1.1,2.5,3.2,3.41,2.3933423
SP,30,Dave Navar,,Chicago,MLB,MLB,01/03/2015,20,VEN,6' 2',190 lbs,Left,Left,2.5 Stars,3.0 Stars,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,11,1,1,45,9,Flyball,Normal,Normal,44,57,57,51,58,44,58,59,51,60,44,56,56,52,58,42.0,40.0,37.0,,,,58.0,,,,,,4,NEU,89.0,88-90,3/4,Normal,71.0,51.0,1,4,3,35,3,43,3,46,38,44,27,8,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0,-0.1,-0.5,0.0,0.0,0.0,0,0,152.1,89,5.26,4.55,-2.5,0.9,-0.2,4.08,1.0049148
SP,5,Tyler Stahl,,Pittsburgh,MLB,MLB,07/01/2010,25,USA,5' 11',185 lbs,Right,Right,2.5 Stars,4.0 Stars,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,88,10,Normal,Normal,Normal,56,49,40,63,47,47,46,39,58,43,68,54,41,70,50,98.0,12.0,,77.0,80.0,,,,,,,,4,NEU,99.0,98-100,3/4,Power,77.0,84.0,1,4,1,15,19,16,20,35,37,36,14,5,7,3,4,4,0.25,0.25,0.25,0.2,0.22,0.5,1.0,-0.06,0,0.1,-0.3,0.0,0.0,0.0,0,0,181.0,75,3.73,3.88,-0.0,2.3,3.1,3.81,2.3193862
SP,4,Rick Wilkinson,,Cleveland,MLB,MLB,07/15/2010,25,USA,6' 2',195 lbs,Right,Right,2.5 Stars,3.0 Stars,1,1,1,1,1,1,3,1,1,9,1,1,1,1,1,1,1,1,80,4,Normal,Normal,Normal,30,62,83,55,66,26,58,78,52,59,33,69,87,58,74,38.0,36.0,,36.0,,,,,,,,,3,NEU,89.0,88-90,3/4,Normal,93.0,40.0,1,1,1,17,12,42,18,36,26,37,21,13,4,20,51,51,0.078,0.078,0.098,0.5,0.076,0.176,0.154,-1.16,-3,-1.0,-9.5,0.0,0.0,0.0,0,0,200.1,101,4.54,4.12,-2.1,2.2,1.3,4.6,2.2965937
SP,9,Evan Williams,,Seattle,MLB,MLB,02/04/2009,26,USA,5' 11',200 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,10,1,1,1,1,1,12,1,1,1,1,1,9,1,45,2,Normal,Normal,Spray,47,49,57,47,49,42,46,55,43,47,52,52,60,50,53,52.0,16.0,,47.0,49.0,64.0,,,,,,,5,FB,94.0,93-95,3/4,Normal,90.0,57.0,1,2,1,17,12,52,17,41,47,45,2,6,4,7,56,55,0.055,0.071,0.055,0.3,0.059,0.126,0.176,-1.27,-4,-0.9,-10.7,0.0,0.1,0.1,0,0,190.0,79,3.74,3.53,0.3,3.4,2.7,3.51,3.3931682
SP,21,Hector Arana,,Seattle,MLB,MLB,02/28/2011,24,DOM,6' 7',205 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,2,1,1,1,1,4,10,3,1,1,1,1,1,1,23,9,Normal,Normal,Spray,45,55,47,50,57,45,53,47,49,56,45,56,47,51,58,49.0,60.0,49.0,29.0,44.0,39.0,,,,,,,6,NEU,94.0,93-95,3/4,Normal,59.0,95.0,7,9,5,17,25,41,7,31,29,37,18,14,1,31,10,8,0.125,0.3,0.125,0.5,0.225,0.425,0.333,-0.07,0,-0.0,-0.6,0.0,-0.1,-0.1,0,0,25.2,18,6.31,4.6,-0.7,0.1,-0.3,3.66,0.41500393
SP,37,Jesus Bocanegra,,Seattle,MLB,MLB,06/26/2009,26,DOM,6' 2',200 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,95,12,Flyball,Normal,Spray,35,58,61,50,61,32,52,59,46,55,38,62,63,52,66,45.0,26.0,,43.0,28.0,,,,,,,,4,NEU,93.0,92-94,OTT,Normal,60.0,97.0,4,3,1,27,7,32,19,19,23,24,1,8,4,8,44,41,0.0,0.045,0.0,0.2,0.032,0.045,0.0,-1.05,-4,-1.1,-9.4,0.0,-0.8,-0.8,0,0,173.2,77,3.99,3.38,-0.5,3.4,1.8,3.82,3.4185846
SP,16,Harry Byrne,,St. Louis,MLB,MLB,03/28/2010,25,USA,6' 1',195 lbs,Right,Right,2.5 Stars,3.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,15,Flyball,Normal,Pull,38,55,61,58,55,35,50,59,55,50,40,58,62,60,58,49.0,44.0,,37.0,31.0,,,,,,,,4,NEU,93.0,93-95,3/4,Normal,68.0,61.0,4,1,2,19,14,55,7,46,33,46,15,7,4,38,11,11,0.182,0.182,0.182,0.4,0.16,0.364,0.667,-0.28,0,-0.3,-1.3,0.0,-0.4,-0.4,0,0,134.2,63,4.21,4.23,-0.3,1.2,1.4,3.94,1.2814717
SP,6,Matt Conners,,Baltimore,MLB,MLB,08/18/2006,29,USA,6' 3',205 lbs,Right,Right,2.5 Stars,2.5 Stars,6,11,1,1,9,1,12,9,1,9,4,1,10,4,1,1,10,1,55,16,Flyball,Normal,Spray,35,55,50,61,52,35,55,51,61,53,35,54,50,60,52,41.0,27.0,34.0,37.0,19.0,,,,,39.0,,,6,NEU,93.0,92-94,OTT,Normal,68.0,8.0,2,4,5,30,15,47,14,27,29,28,9,2,4,1,53,52,0.115,0.132,0.115,0.9,0.113,0.247,0.222,-0.81,-2,-0.9,-8.2,0.0,-1.1,-1.1,0,0,192.1,81,3.79,4.01,0.3,2.3,3.1,4.15,2.2747734
SP,6,Jackson Ferris,,Washington,MLB,MLB,01/15/2004,31,USA,6' 4',200 lbs,Left,Left,2.5 Stars,2.5 Stars,1,1,17,1,10,1,1,1,17,1,10,1,1,1,17,1,10,1,94,28,Normal,Normal,Normal,54,52,43,56,51,61,57,45,58,57,51,51,43,56,50,56.0,61.0,65.0,76.0,,,,,,,,,4,NEU,94.0,93-95,3/4,Normal,56.0,69.0,2,3,1,28,23,36,6,7,13,7,18,10,20,38,18,16,0.062,0.111,0.062,0.1,0.087,0.174,0.125,-0.21,-1,-0.2,-3.1,0.0,0.0,0.0,0,0,167.0,82,4.42,4.36,-0.3,1.3,1.2,3.64,1.2329807
SP,13,Nick Gallagher,,Toronto,MLB,MLB,05/25/2009,26,USA,6' 2',200 lbs,Right,Right,2.5 Stars,2.5 Stars,10,15,1,1,3,1,16,11,1,1,9,5,14,10,1,1,2,1,55,3,Normal,Normal,Normal,49,46,45,49,45,49,46,45,49,45,49,46,45,49,45,91.0,18.0,34.0,,49.0,,46.0,,,,,,5,GB,100.0,99-101,OTT,Power,55.0,48.0,1,2,4,26,24,63,33,34,26,45,7,5,3,6,49,47,0.064,0.082,0.064,0.3,0.068,0.145,0.167,-1.02,-3,-0.8,-9.3,0.0,-0.1,-0.1,0,0,166.2,75,4.05,3.74,-0.8,2.6,2.1,3.58,2.577783
SP,60,Gilbel Galvan,,Tampa Bay,MLB,MLB,09/20/2006,29,DOM,5' 10',190 lbs,Right,Right,2.5 Stars,2.5 Stars,12,21,16,1,14,1,21,12,15,1,16,1,21,12,17,1,14,1,72,25,Normal,Normal,Normal,40,61,48,49,69,38,56,47,45,61,42,66,48,51,73,45.0,51.0,,45.0,,,,,,,,,3,EX GB,91.0,90-92,3/4,GB'er,38.0,76.0,2,-,2,34,52,58,29,8,11,25,51,6,24,83,43,40,0.1,0.14,0.125,0.8,0.122,0.265,0.16,-0.79,-1,-0.3,-6.0,0.0,0.1,0.1,0,0,166.1,66,3.57,3.76,-0.3,2.3,2.6,4.16,2.2343729
SP,51,Gary Gill Hill,,New York,MLB,MLB,09/20/2004,31,USA,6' 2',180 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,46,38,Normal,Normal,Normal,45,48,53,47,49,41,44,51,41,45,48,53,56,51,54,50.0,34.0,,59.0,52.0,,,,,,,,4,NEU,94.0,93-95,3/4,Normal,54.0,52.0,1,1,1,45,40,44,36,22,37,36,44,28,59,33,10,10,0.1,0.1,0.1,0.1,0.088,0.2,0.2,-0.1,0,-0.1,-1.7,0.0,0.0,0.0,0,0,169.1,84,4.46,3.95,-1.2,2.2,1.2,3.79,2.4676423
SP,99,River Hamilton,,Kansas City,MLB,MLB,10/04/2006,28,USA,6' 4',200 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,1,9,1,1,1,1,1,9,1,1,1,1,1,9,53,52,Normal,Normal,Normal,53,49,46,53,48,49,46,45,51,45,57,50,47,56,50,86.0,47.0,,73.0,,,,,,,,,3,NEU,95.0,94-96,3/4,Normal,51.0,45.0,1,1,1,18,20,11,14,24,20,20,5,1,14,23,45,43,0.163,0.2,0.163,1.3,0.167,0.363,0.259,-0.54,0,-0.4,-5.1,0.0,0.2,0.2,0,0,160.2,77,4.31,4.41,-0.2,1.2,2.1,3.42,1.1798136
SP,49,Edinson Hernandez,,San Diego,MLB,MLB,06/09/2006,29,DOM,6' 2',190 lbs,Right,Right,2.5 Stars,2.5 Stars,1,5,8,1,2,1,7,1,9,1,1,1,4,1,8,1,3,1,28,12,Normal,Normal,Normal,51,47,53,52,46,52,48,53,52,47,50,47,52,51,46,66.0,68.0,76.0,,,,,,,,,,3,EX FB,94.0,93-95,3/4,Normal,47.0,53.0,2,-,2,24,37,52,20,7,12,18,23,6,9,32,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0,-0.2,-1.7,0.0,0.0,0.0,0,0,177.0,92,4.68,4.45,-1.3,1.2,1.0,3.73,1.4234656
SP,21,Carlos Miranda,,Washington,MLB,MLB,09/01/2009,26,CUB,6' 1',190 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,16,15,1,1,1,1,19,18,1,1,1,1,15,14,1,31,3,Flyball,Normal,Pull,46,56,42,43,65,46,54,42,42,62,47,58,43,43,70,45.0,63.0,18.0,,38.0,62.0,,,,,,,5,EX GB,91.0,90-92,3/4,GB'er,58.0,46.0,2,2,2,24,24,20,4,41,32,32,3,4,1,7,6,6,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.2,0,0.1,-1.5,0.0,0.0,0.0,0,0,71.1,42,5.3,3.99,-0.9,0.9,-0.1,4.6,0.99403375
SP,15,Ben Morrow,,Milwaukee,MLB,MLB,08/03/2009,26,USA,5' 9',180 lbs,Left,Left,2.5 Stars,3.0 Stars,1,3,1,1,19,1,1,1,1,1,13,1,4,1,1,1,21,1,51,4,Normal,Normal,Normal,87,51,33,56,50,100,59,35,59,59,80,50,32,55,49,77.0,27.0,77.0,78.0,69.0,93.0,,,,,,,6,GB,94.0,93-95,3/4,GB'er,68.0,76.0,1,3,1,22,24,63,5,45,31,50,14,5,2,2,8,7,0.143,0.25,0.143,0.4,0.196,0.393,0.5,-0.17,0,-0.1,-0.7,0.0,0.0,0.0,0,0,169.2,101,5.36,5.06,-2.1,0.1,-0.2,3.2,0.08844994
