//Card Title,Card ID,Card Value,Card Type,Card Sub Type,Card Badge,Card Series,Year,Peak,Team,Franchise,LastName,FirstName,NickName,Nation,UniformNumber,DayOB,MonthOB,YearOB,Bats,Throws,Position,Pitcher Role,Contact,Gap,Power,Eye,Avoid Ks,BABIP,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vL,CON vR,GAP vR,POW vR,EYE vR,K vR,BA vR,GB Hitter Type,FB Hitter Type,BattedBallType,SPE,Steal Rate,STE,Baserunning,BUN,BFH,Stuff,Movement,Control,pHR,pBABIP,Stuff vL,Movement vL,Control vL,pHR vL,pBABIP vL,Stuff vR,Movement vR,Control vR,pHR vR,pBABIP vR,Fastball,Slider,Curveball,Changeup,Cutter,Sinker,Splitter,Forkball,Screwball,Circlechange,Knucklecurve,Knuckleball,Stamina,Hold,GB,Velocity,Arm Slot,Height,IF RNG,IF ERR,IF ARM,TDP,C ABI,C FRM,C ARM,OF RNG,OF ERR,OF ARM,Pos Rating P,Pos Rating C,Pos Rating 1B,Pos Rating 2B,Pos Rating 3B,Pos Rating SS,Pos Rating LF,Pos Rating CF,Pos Rating RF,LearnC,Learn1B,Learn2B,Learn3B,LearnSS,LearnLF,LearnCF,LearnRF,era,tier,MissionValue,limit,owned,brefid,Buy Order High,Sell Order Low,Last 10 Price,Last 10 Price(VAR),date,Unnamed: 121,Raw_Rating_C,Rating_C,Raw_Rating_1B,Rating_1B,Raw_Rating_2B,Rating_2B,Raw_Rating_3B,Rating_3B,Raw_Rating_SS,Rating_SS,Raw_Rating_LF,Rating_LF,Raw_Rating_CF,Rating_CF,Raw_Rating_RF,Rating_RF,Raw_Rating_All_Positions,Rating_All_Positions
Snapshot SP Carl Weilman SLA 1914,70654,72,7,,,,1914,N,St. Louis Browns,BAL,Weilman,Carl,Zeke,The United States,67,29,11,1889,2,2,1,11,15,18,15,36,15,14,9,10,9,46,9,8,17,21,17,34,18,16,2,0,0,47,60,52,38,24,2,61,89,71,81,107,54,96,54,84,122,64,87,77,80,102,61,71,77,0,0,0,0,0,0,0,0,0,81,43,2,90-92,3,183,30,27,26,23,0,0,0,8,6,9,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,weilmca01,102,232,306,1298,2025-03-14,,13.97612257929264,11.27572407389006,18.11753681793116,12.420683747126578,24.655092503448316,17.51578948570524,20.587408801258917,13.235317539269001,22.7445357112436,15.226745292628038,16.47038889808318,12.236037235248991,14.210374498033493,10.515110208343849,16.30277235807198,12.4892268801415,21.934219172176075,16.406917160889982
PG Hero - Unsung Heroes 1B Ramon Webster OAK 1968,72939,43,8,,,PG Hero,1968,N,Oakland Athletics,OAK,Webster,Ramon,,Panama,82,31,8,1942,2,2,3,0,59,86,59,54,78,41,56,41,22,18,68,44,61,109,71,63,83,40,0,0,0,59,34,87,58,23,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,0,0,0,0,0,0,0,0,0,0,0,1,13,2,89-91,3,183,98,29,52,31,0,0,0,61,62,59,0,0,73,0,0,0,72,0,0,0,1,0,0,0,1,0,0,3,0,1,0,0,webstra02,0,30,30,283,2025-05-08,,47.38935713036813,41.50642472711902,59.94033148003003,44.39718020108703,79.63126456135525,69.27279929781429,63.737958601350215,49.155917851743624,73.90961915996814,61.740680117297515,63.45804940477157,51.79145778083297,61.57046714568309,52.71089820439691,62.71558170439896,52.14148989738862,62.53220793245316,51.10617954147491
Negro League Star C Pearl Webster SLG 1915,71756,70,2,,,,1915,N,St. Louis Giants,SLG,Webster,Pearl,Specks,The United States,12,8,7,1889,2,1,2,0,67,65,77,82,77,59,64,62,72,76,72,58,69,66,79,86,79,60,2,1,0,92,103,97,77,31,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,3,2,90-92,3,178,29,29,28,27,66,65,64,57,62,68,0,62,40,0,0,0,69,0,61,1,1,0,0,0,1,0,1,0,2,5,0,0,webstpe98,102,245,246,1562,2025-03-14,,73.05073004803852,64.72361077473559,74.85982078753108,55.80418924461579,50.44538857707299,41.79591953066003,68.15700052703444,52.834541635495164,54.6613633969356,44.242182045902645,71.39634259167647,58.47411705852719,66.09020050788713,56.73778455719873,70.75353888203851,59.00862844422507,75.76986284569682,62.420455818818894
Snapshot CF Mitch Webster MON 1986,70858,71,7,,,,1986,N,Montreal Expos,WSN,Webster,Mitch,,The United States,23,16,5,1959,3,2,8,0,81,94,39,74,86,78,106,106,57,52,101,101,77,91,34,82,82,75,2,0,0,83,88,78,76,11,5,1,3,1,5,1,1,3,1,5,1,1,3,1,5,1,33,0,0,0,0,0,0,0,0,0,0,0,1,6,2,90-92,3,185,7,4,6,9,0,0,0,75,48,110,0,0,0,0,0,0,20,64,96,0,0,0,0,0,1,1,1,4,2,5,0,0,webstmi01,102,496,322,2316,2025-03-14,,42.51711328466547,37.098250924495254,57.66075234413615,42.6542800734327,33.37883381044758,25.728706964737377,54.47017051554456,41.440963739844115,36.317784879205824,27.56612176975821,60.23595248871369,49.07901376512897,64.0447210453816,54.915351092123004,62.57047882425296,52.01752287946527,61.138107856909144,49.91463666501038
MLB 2025 Live SP Logan Webb SF,72675,100,1,,,,2025,N,San Francisco Giants,SFG,Webb,Logan,,The United States,62,18,11,1996,1,1,1,11,16,26,6,13,16,17,17,27,7,14,17,18,16,26,6,13,16,17,1,1,0,19,16,17,25,57,7,68,111,105,133,68,65,100,102,118,66,71,119,107,144,70,71,75,0,78,73,78,0,0,0,0,0,0,65,41,0,93-95,4,185,25,20,32,3,1,1,2,27,18,50,52,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,8,5,200,0,0,webblo01,7807,22359,22370,0,2025-03-14,,8.704502268870499,6.50621349812558,11.013141946346842,6.988869368050117,19.08577420007827,12.272585907059131,14.341608116361991,8.036011595939211,17.984707083619313,10.89960765033751,14.141229814583928,10.275291242111802,17.724752767560627,13.646268787406772,15.454853556559762,11.764816963819719,13.30497680691834,9.03146940790396
MLB 2025 Live RP Jacob Webb TEX,72197,58,1,,,,2025,N,Texas Rangers,TEX,Webb,Jacob,,The United States,71,15,8,1993,1,1,1,12,24,25,1,11,15,30,25,26,1,12,16,31,24,25,1,11,15,30,0,0,0,20,9,18,33,43,30,80,77,65,63,106,75,71,64,60,95,89,82,67,66,115,98,100,0,93,0,0,0,0,0,0,0,0,15,57,4,94-96,3,188,13,15,38,23,3,3,1,7,20,30,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,1,webbja01,0,6,18,0,2025-03-14,,7.4505461106559965,5.371693785784966,9.72994665727976,6.007775446849847,13.160717799325676,6.694474685564111,14.407433524854042,8.090807843027662,14.410517940788466,7.650329243369142,10.824091384231007,7.482838836403051,12.088378886810832,8.624504174148303,9.78146292360349,6.917819319291844,13.461684368444281,9.165407983691999
MLB 2025 Live RP Luke Weaver NYY,71845,73,1,,,,2025,N,New York Yankees,NYY,Weaver,Luke,Dream,The United States,30,21,8,1993,1,1,1,12,10,18,3,9,10,9,10,18,3,9,10,9,10,18,3,9,10,9,0,0,0,19,17,17,24,69,19,92,68,80,55,95,94,69,80,56,97,90,67,80,55,93,118,0,111,96,108,0,0,0,0,0,0,0,25,78,4,95-97,3,188,28,50,58,38,4,4,4,5,32,61,85,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,8,2,5,0,1,weavelu01,150,220,200,0,2025-03-14,,6.607386283389776,4.608842996767507,6.808709104772773,3.7742818940249885,18.88295264714587,12.081640690026333,11.705666844070105,5.841726857325003,18.806030399516388,11.646268783489052,7.027896335446018,4.287104253993279,8.1928480154601,5.1537551618413575,6.937824063886338,4.488388358752659,9.712433044926781,5.960907973268303
April Fools Day - Unsung Heroes SP Jeff Weaver DET 2002,72882,88,8,,,April Fools Day,2002,N,Detroit Tigers,DET,Weaver,Jeff,,The United States,36,22,8,1976,1,1,1,11,3,2,1,2,1,1,4,2,1,4,2,1,4,3,1,2,1,2,0,1,0,15,3,6,25,24,37,66,101,95,102,100,69,110,88,120,91,65,93,102,86,107,67,73,55,78,45,61,0,0,0,0,0,0,94,117,3,90-92,3,196,27,28,26,23,0,0,0,5,8,8,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,15,0,0,weaveje01,7000,14000,9547,45572,2025-04-01,,1.8624178655159669,0.31582192960621935,2.2557893437574714,0.29325142321316444,15.698611164568806,9.083760204909092,5.636256625575624,0.7892568517046284,12.843647738543567,6.225894969965201,3.1042925478423538,0.9841137198972608,4.331538035644616,1.7134954793378836,3.0965003537910234,1.206596538082769,4.025168532606466,1.0999803862868964
MLB 2025 Live SP Ryan Weathers MIA,72273,55,1,,,,2025,N,Miami Marlins,FLA,Weathers,Ryan,,The United States,60,17,12,1999,1,2,1,11,18,15,12,26,16,21,19,15,12,27,17,21,18,15,12,26,16,21,0,0,0,20,11,24,25,74,1,63,79,73,78,82,71,95,76,93,100,60,76,73,76,77,86,74,0,59,0,67,0,0,0,0,0,0,53,91,2,96-98,3,185,24,43,39,3,2,2,2,29,22,36,75,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,8,0,1,0,1,weathry01,0,16,20,0,2025-03-14,,12.512406292776127,9.951423404007372,15.885894537198244,10.714434749351373,20.615350381136953,13.71259685085558,18.09946400392413,11.164232209450688,21.193268744665957,13.816495846804962,17.71819962085428,13.28647637965956,20.886184369034403,16.46296719659855,19.189850642628922,14.95576982599949,17.346907239628344,12.486123416427272
Limited Edition/100 SP Mother Watson CN2 1887,73478,40,8,LE,,,1887,N,Cincinnati Red Stockings,CIN,Watson,Mother,Walter,The United States,93,27,1,1865,3,1,1,11,46,3,1,50,50,44,46,3,1,50,50,44,46,3,1,50,50,44,1,2,0,5,5,6,5,3,56,27,67,67,80,43,28,67,66,79,43,26,68,69,82,42,0,0,32,0,29,0,33,26,28,29,26,30,69,60,2,87-89,4,175,28,22,24,24,0,0,0,48,60,61,58,0,33,0,0,0,57,0,49,0,1,0,0,0,1,0,1,0,0,1,100,0,watsomo01,3457,0,7009,0,2025-05-11,,14.676983342404244,11.909829457995668,20.755878164311774,14.437883061244412,27.556314125590763,20.247128361139605,25.3839299870948,17.228173278186212,26.857867973499964,18.966156153758416,24.144654673499026,18.696431450490806,33.24769074591144,27.47653311740863,26.668460914099008,21.345036618169775,19.71988495560662,14.514316903454814
Snapshot 1B Bob Watson BOS 1979,71112,71,7,,,,1979,N,Boston Red Sox,BOS,Watson,Bob,Bull,The United States,27,10,4,1946,1,1,3,0,77,69,81,73,82,74,77,112,74,76,102,59,78,58,85,73,78,78,0,0,0,47,16,63,47,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,0,0,0,0,0,0,0,0,0,0,0,1,24,2,89-91,3,188,53,26,36,31,0,0,0,7,1,1,0,0,68,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,5,0,0,watsobo01,121,0,174,1648,2025-03-14,,57.926845887127214,51.04024186641468,78.8564279541356,58.85987923193786,63.73428401451407,54.30667584201742,75.08920108329468,58.60523996079928,64.92089203500933,53.56907089738731,66.97164276395657,54.74929099597997,52.7016671171637,44.80918212104872,59.65729722863481,49.52867886262283,74.46951032572709,61.30903935077373
Snapshot SP Allen Watson ANA 1997,70611,47,7,,,,1997,N,Anaheim Angels,ANA,Watson,Allen,,The United States,34,18,11,1970,2,2,1,11,3,2,1,2,1,1,3,2,1,2,1,1,3,3,2,3,1,1,0,2,0,5,4,6,5,24,18,65,58,61,44,88,75,66,59,59,82,61,56,62,39,90,59,0,92,79,0,0,0,0,0,0,0,0,67,39,3,87-89,4,191,35,20,26,23,0,0,0,9,6,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,watsoal01,0,18,20,359,2025-03-14,,1.9017234821141487,0.3513837764413074,2.4637718725252022,0.4522688357834921,19.6734016334087,12.82580446874277,6.003241490727441,1.0947527659610425,15.606296221416935,8.73740560992385,3.6358014728074126,1.4315515966507013,5.4432107813133035,2.7039476696706255,4.094406321440111,2.059146307273449,3.2424744310523446,0.43100862628345116
MLB 2025 Live RF Drew Waters KC,72052,56,1,,,,2025,N,Kansas City Royals,KCR,Waters,Drew,,The United States,6,30,12,1998,3,1,9,0,72,109,59,74,57,88,75,114,63,76,59,93,71,107,59,74,57,86,0,0,0,67,70,78,67,67,60,1,21,1,1,61,1,21,1,1,61,1,21,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,90-92,4,185,21,28,46,14,4,4,2,74,73,78,0,0,0,0,0,0,43,42,85,0,1,0,1,0,1,1,1,8,0,1,0,1,waterdr01,0,16,23,0,2025-03-14,,49.09034089872927,43.04539369579888,65.02367621860819,48.28375823396796,42.61902779822275,34.42783593259878,64.21784398055041,49.55539760303092,47.863553606228166,38.06232538892405,68.5001184537015,56.03600112475849,68.66005141652701,59.02741023274763,68.61493731110265,57.1815381824166,68.4652059231646,56.177136509289355
Snapshot LF Claudell Washington TEX 1977,70920,53,7,,,,1977,N,Texas Rangers,TEX,Washington,Claudell,,The United States,15,31,8,1954,2,2,7,0,75,87,64,33,61,91,77,55,70,48,75,81,74,103,62,29,57,94,1,0,0,64,81,80,97,4,51,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,33,0,0,0,0,0,0,0,0,0,0,0,1,15,2,90-92,3,183,5,10,1,9,0,0,0,61,55,76,0,0,0,0,0,0,75,39,0,0,0,0,0,0,1,1,1,3,0,1,0,1,washicl01,22,37,20,550,2025-03-14,,46.683583302084635,40.86787423602221,63.09777472269384,46.811269777557094,33.72743787471574,26.056898311997127,58.658725174138624,44.927718798014716,38.56821965019502,29.61198135229684,65.6363525671809,53.625209381481646,64.21024842706326,55.06282880837124,64.20820305491321,53.416694204331385,66.62180865219035,54.60157753382169
All-Time Legend SS Rabbit Warstler BSN Peak,71394,54,4,,,,1936,Y,Boston Bees,ATL,Warstler,Rabbit,,The United States,4,13,9,1903,1,1,6,0,60,64,22,79,82,37,54,68,31,90,77,30,62,63,18,78,85,40,0,0,0,56,41,67,52,91,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,13,2,90-92,4,183,102,66,94,97,0,0,0,3,4,7,0,0,0,114,0,97,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,warstra01,0,25,15,762,2025-03-14,,31.67439670721383,27.288278213840897,44.17459666121823,32.34315637028173,75.95053084110441,65.80759311586833,55.19930556402577,42.047930945862305,68.07277941185654,56.43443677074296,34.07723900549776,27.057936282185146,31.60722989215668,26.014953662405276,32.00961313091899,25.908190098842653,47.46636751819822,38.229345848921206
Opening Day Roster - Future Legend SP Will Warren NYY 2025,72801,79,6,,,0,2025,N,New York Yankees,NYY,Warren,Will,,The United States,7,16,6,1999,1,1,1,11,17,17,18,14,19,16,19,18,20,15,21,17,17,17,18,14,19,16,1,2,0,20,17,27,16,60,30,80,82,75,79,90,75,78,75,78,80,87,87,76,82,99,87,93,0,88,80,93,0,0,0,0,0,0,75,56,2,93-95,3,188,25,20,40,17,1,1,1,34,24,30,55,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,8,2,5,0,0,warrewi01,0,150,202,10954,2025-03-27,,13.99315376136338,11.291133074960104,18.04618808730192,12.36613257591974,21.867164612013912,14.891110359620658,19.177691316483468,12.061800665006166,22.1763074326096,14.710171658102384,20.577800381768075,15.693761813125995,23.732539812903905,18.998946417848863,21.983000071398504,17.34206570758697,19.482646814774956,14.311548521404948
MLB 2025 Live SP Will Warren NYY,73122,67,1,,,,2025,N,New York Yankees,NYY,Warren,Will,,The United States,7,16,6,1999,1,1,1,11,16,16,17,13,18,15,18,17,19,14,20,16,16,16,17,13,18,15,1,2,0,20,17,27,16,60,30,75,78,75,77,81,70,76,75,77,75,78,81,76,77,89,79,81,0,78,78,78,0,0,0,0,0,0,55,41,2,93-95,3,188,25,20,40,17,1,1,1,34,24,30,55,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,8,1,2,0,1,warrewi01,34,84,97,0,2025-04-09,,13.285821365193142,10.651172465990406,17.07030782221036,11.620002813709721,21.4313425247242,14.480808092223283,18.310047772594253,11.339532302305544,21.630000946807833,14.21352702152433,19.784224137373283,15.025708929804578,23.121710745429375,18.454724217424996,21.283501060427916,16.74445657437674,18.652439508986358,13.601967036865407
Rookie Sensation RP Adam Warren NYY 2013,71462,46,3,,,,2013,N,New York Yankees,NYY,Warren,Adam,The Warden,The United States,43,25,8,1987,1,1,1,12,3,3,2,3,1,1,3,3,2,3,1,1,3,3,2,3,1,1,1,2,0,5,3,6,5,22,15,67,57,48,55,62,57,46,46,39,61,75,65,51,67,63,74,69,69,60,67,0,0,0,0,0,0,0,24,115,2,93-95,3,185,35,20,26,23,0,0,0,2,5,10,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,warread01,0,85,16,403,2025-03-14,,2.0138586364287323,0.4528383146903947,2.6418821943878057,0.5884468248793425,19.740877455930615,12.889329204598667,6.08703447400358,1.164506089503764,15.571312766869548,8.705602317227385,2.5164676074734365,0.48926757363795476,3.078761709753065,0.5973261203149418,2.426838423131303,0.6344783797309056,3.2837051933610506,0.46624872273131174
Clubhouse - Negro League Star 1 2B Frank Warfield DeSt 1922,73015,59,2,,CS,,1922,N,Detroit Stars,DeSt,Warfield,Frank,The Weasel,The United States,6,28,4,1899,1,1,4,0,83,71,1,83,79,85,88,78,2,88,84,88,82,69,1,81,79,84,0,1,1,89,83,90,90,108,100,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,33,0,0,0,0,0,0,0,0,0,0,0,1,7,2,90-92,4,170,80,81,80,82,1,1,1,77,74,76,0,0,0,93,86,78,0,67,87,0,0,1,1,1,0,1,1,1,0,1,0,0,warfifr01,503,0,5079,0,2025-04-17,,28.283074874770616,24.219972001862665,38.570755219621525,28.058621646250906,65.93447425999078,56.37803264735663,53.2917649140765,40.46000204150149,60.45046030435454,49.50502260229956,46.49763170966107,37.51374215667746,59.14919174652659,50.55364686236567,49.55008902017497,40.89369890996791,50.594612183873345,40.903069000229976
Negro League Star 1 1B Willie Ware CAG 1925,73016,40,2,,,,1925,N,Chicago American Giants,CAG,Ware,Willie,Spider,The United States,46,16,8,1899,1,1,3,0,74,89,4,70,96,57,76,98,4,76,97,61,73,86,4,69,96,56,1,2,0,47,15,13,34,100,92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,22,2,90-92,3,188,51,30,30,43,53,53,53,6,5,2,0,45,70,34,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,warewi01,6,59,75,4200,2025-04-17,,40.37566796322854,35.16077335468201,37.218441010140424,27.024681402097393,46.97725491018078,38.530864480301545,46.92847298283655,35.16289071400732,43.81732600622687,34.38391905815258,31.775040347057605,25.119886267945404,30.797177861283014,25.293232444188572,28.424955846464847,22.84567835969676,40.67880009468028,32.42798498975946
MLB 2025 Live LF Taylor Ward LAA,72104,78,1,,,,2025,N,Los Angeles Angels,ANA,Ward,Taylor,,The United States,3,14,12,1993,1,1,7,0,70,80,86,78,73,69,72,82,88,80,75,70,70,80,85,78,73,69,2,2,0,46,22,65,50,44,14,1,24,6,3,68,1,24,6,3,68,1,25,7,4,68,0,0,0,0,0,0,0,0,0,0,0,0,45,0,3,-,4,185,30,37,69,16,30,30,57,63,58,64,0,0,7,0,0,0,75,0,0,1,1,1,1,0,1,1,1,8,2,5,0,0,wardta01,230,350,317,0,2025-03-14,,66.95470178194354,59.20821520881879,79.15793938325137,59.09040613053095,51.79759984549307,43.06895126910018,73.8804029640862,57.598978063796366,60.12457566191104,49.208762418649734,75.42543035630449,61.86590671620216,70.93401981953636,61.053417431613774,74.2948088287941,62.03407269811697,74.55285612981403,61.38027534084729
Snapshot RP Wei-Chung Wang OAK 2019,70533,45,7,,,,2019,N,Oakland Athletics,OAK,Wang,Wei-Chung,,Chinese Taipei,61,25,4,1992,2,2,1,12,3,2,1,2,1,1,3,2,1,2,1,1,3,3,2,3,1,1,1,2,0,5,4,6,5,28,29,36,86,39,69,120,35,84,39,69,115,36,87,39,70,121,54,0,39,44,0,0,0,0,0,0,0,0,20,59,4,92-94,3,185,27,20,23,23,0,0,0,5,2,7,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,wangwe01,0,20,19,372,2025-03-14,,1.899107941022102,0.34901735963484654,2.369643857385741,0.3803012839581481,15.471244939069745,8.86970754311769,5.280216499974152,0.49287186689716556,12.527452808776584,5.938443658177318,2.969069805443536,0.8702797391194557,4.070409575979876,1.480841349927178,3.0816933649609233,1.1939463532770298,3.445949710373149,0.6049197563841534
Rookie Sensation RF Paul Waner PIT 1926,71616,94,3,,,,1926,N,Pittsburgh Pirates,PIT,Waner,Paul,Big Poison,The United States,11,16,4,1903,2,2,9,0,101,117,77,95,111,85,95,84,59,87,97,87,103,133,85,98,116,84,0,0,0,77,60,67,75,48,10,1,3,1,4,1,1,3,1,4,1,1,3,1,4,1,33,0,0,0,0,0,0,0,0,0,0,0,1,12,2,90-92,3,183,2,10,5,4,0,0,0,56,78,67,0,0,0,0,0,0,13,0,62,0,0,0,0,0,0,0,1,1,4,50,0,0,wanerpa01,0,5988,6286,21670,2025-03-14,,66.22239613278366,58.5456599918858,87.51047326908284,65.4765114192795,43.493704926218165,35.25129582442977,82.30069655568693,64.60843685444522,53.25201257504531,42.960947894487745,84.20680247766612,69.25829151429788,77.81647648389344,67.18538774809596,80.44333638020035,67.28699823895035,87.02675226394403,72.04176395355034
Ryan Braun Mission - Snapshot LF Danny Walton ML4 1970,70925,67,7,,,Ryan Braun Mission,1970,N,Milwaukee Brewers,MIL,Walton,Danny,Mickey,The United States,12,14,7,1947,1,1,7,0,61,79,93,79,31,91,56,70,98,110,26,81,64,85,92,73,33,95,1,0,0,28,32,52,34,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,21,2,90-92,4,183,3,5,1,10,0,0,0,48,40,64,0,0,0,0,0,0,54,0,0,0,0,0,0,0,1,0,0,3,1,2,0,0,waltoda01,0,69,85,735,2025-03-14,,57.61421847959034,50.75739150187438,78.63294643860787,58.6890117433701,36.59944484146406,28.760733213449846,68.89891415649171,53.45214634907534,43.57895669709833,34.167218649169214,73.64144972148982,60.36410595629356,64.08884788951784,54.95466619595862,70.85241977403489,59.093106225079985,72.27350499671282,59.4321048663939
MLB 2025 Live SS Taylor Walls TB,71898,44,1,,,,2025,N,Tampa Bay Rays,TBD,Walls,Taylor,,The United States,6,10,7,1996,3,1,6,0,59,58,44,94,67,54,58,57,41,81,64,54,60,59,46,98,69,55,0,0,0,63,83,89,74,65,46,1,20,1,1,60,1,20,1,1,59,1,20,1,1,60,9,0,0,0,0,0,0,0,0,0,0,0,1,0,4,80-83,4,178,78,75,67,64,5,5,6,59,45,57,0,0,0,42,33,67,0,0,0,0,1,1,1,1,1,1,1,8,0,1,0,1,wallsta01,0,14,16,0,2025-03-14,,43.19095421889006,37.707910056396926,56.13326115392158,41.486404587779994,68.22185510548891,58.53147455560331,59.5232727935327,45.64740996374096,64.8130998032056,53.471077490423575,55.03834061552131,44.703530473136155,56.54962162403874,48.23754265654303,56.91801258185908,47.18840175328957,58.17563550503875,47.382599769296974
MLB 2025 Live RF Matt Wallner MIN,72073,80,1,,,,2025,N,Minnesota Twins,MIN,Wallner,Matt,,The United States,38,12,12,1997,2,1,9,0,74,111,85,88,42,112,71,104,76,83,40,105,75,113,89,90,43,115,3,2,0,58,20,76,59,58,13,30,51,28,37,81,30,53,28,38,83,29,51,28,37,79,59,0,43,0,0,0,0,0,0,0,0,0,20,44,2,94-96,3,193,23,32,89,18,1,1,1,49,55,95,4,0,0,0,0,0,57,0,64,0,1,1,1,0,1,1,1,8,3,10,0,1,wallnma01,0,1699,1543,0,2025-03-14,,59.304136975142356,52.28634913958215,80.24880494809149,59.924450319774685,49.146237771573844,40.572841268375704,78.17521727267012,61.174188783234605,60.12175717884044,49.20620014905075,78.20372711949646,64.20474835427116,69.03611753503759,59.362468830019154,74.49759283243809,62.207318936847784,79.53654852525864,65.6398570426596
Rivalry Week - Unsung Heroes 1B Denny Walling HOU 1980,73485,61,8,,,Rivalry Week,1980,N,Houston Astros,HOU,Walling,Denny,,The United States,29,17,4,1954,2,1,3,0,107,50,42,109,114,91,99,47,18,95,90,100,110,51,51,114,124,89,0,0,0,77,42,62,70,23,87,1,3,1,4,1,1,3,1,4,1,1,3,1,4,1,29,0,0,0,0,0,0,0,0,0,0,0,1,21,2,89-91,3,185,55,33,56,59,0,0,0,53,74,69,0,0,70,0,0,0,67,0,60,0,1,0,0,0,1,0,1,4,1,2,0,0,wallide01,900,1449,1283,0,2025-05-15,,52.13255147935918,45.79784070138662,70.71051930302744,52.631753608078036,66.50350224224226,56.91374085981153,75.86758344952452,59.25320301103047,68.96860555558423,57.24882807150852,68.5895376181266,56.11127647610666,69.97342084278831,60.197565415578964,65.99320772558498,54.94169292096462,72.25939898508415,59.420048402179944
Rookie Sensation RP Mike Wallace NYY 1974,71456,51,3,,,,1974,N,New York Yankees,NYY,Wallace,Mike,,The United States,49,3,2,1951,2,2,1,12,3,2,1,2,1,1,3,2,1,2,1,1,3,3,2,3,1,1,0,2,0,8,4,6,12,29,10,72,88,27,81,103,57,98,27,85,125,76,85,27,80,95,0,73,0,0,0,0,92,0,0,0,0,0,24,65,3,88-90,3,188,27,20,23,23,0,0,0,2,5,2,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,wallami01,10,80,75,388,2025-03-14,,1.9156015818656618,0.36394001904578577,2.454836528816839,0.4454371309987249,15.484886882137726,8.882550674146929,5.282365530271066,0.49466082343914386,12.593237190369335,5.998247927644656,2.4872115860759356,0.4646391027290015,2.9908942529822555,0.5190400281563482,2.3665460209252185,0.5829682422518756,3.4174858017808525,0.5805915405591501
Negro League Star 2 C Dick Wallace SLG 1920,73017,49,2,,,,1920,N,St. Louis Giants,SLG,Wallace,Dick,,The United States,84,22,7,1885,1,1,2,0,78,85,10,120,76,80,89,96,16,130,88,87,76,82,9,118,74,79,2,2,1,38,50,77,59,110,97,36,40,44,34,53,32,34,42,28,48,39,47,47,43,56,44,56,0,0,0,0,0,0,0,0,0,0,53,58,4,85-87,3,178,59,68,66,61,55,55,55,7,5,2,116,48,0,63,61,49,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,walladi01,500,799,868,15123,2025-05-22,,46.83294126288678,41.00300619387815,45.85608304884352,33.62877211991525,55.338116711351624,46.40215107743102,57.16833318147,43.68704456963098,53.87905375544063,43.53098805921299,37.99279832948731,30.354154780008475,35.41817632262807,29.41034160729069,35.69174578744231,29.05397882866044,51.59168006765183,41.75526688409008
