POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON.1,PBABIP,HRR,STU vL,MOV vL,CON vL.1,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR.1,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP.1,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA.1,WAR.1,rWAR,SIERA,Predicted_XGB
RP,13,Jeff Hoffman,,Arizona,MLB,MLB,01/08/1993,33,USA,6' 5',225 lbs,Right,Right,3.0 Stars,3.0 Stars,1,1,1,1,1,7,1,1,1,1,1,9,1,1,1,1,1,6,25,1,Flyball,Normal,Normal,65,59,50,67,58,60,56,49,65,54,70,62,50,70,60,92.0,,87.0,78.0,,64.0,,,,,,,4,FB,96.0,95-97,3/4,Power,12.0,52.0,1,1,4,13,34,38,12,10,20,6,17,17,11,27,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,7,5,57.2,19,2.97,3.38,0.4,0.7,1.0,3.31,0.7396916
RP,36,Cade Smith,,Cleveland,MLB,MLB,05/09/1999,27,CAN,6' 5',225 lbs,Right,Right,3.0 Stars,3.0 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,48,31,Normal,Normal,Normal,72,63,47,58,66,60,57,46,55,58,82,71,48,61,75,99.0,,,77.0,,72.0,,,,,,,3,NEU,96.0,95-97,3/4,Power,8.0,48.0,4,4,1,23,33,53,33,3,3,3,27,16,23,42,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0,0.0,-0.0,0.0,0.0,0.0,0,6,62.1,28,4.04,3.02,-0.9,1.1,-0.3,3.47,1.1021351
RP,37,Porter Hodge,,Chicago,MLB,MLB,02/21/2001,25,USA,6' 4',225 lbs,Right,Right,3.0 Stars,3.0 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,57,2,Normal,Normal,Normal,88,56,38,61,55,75,52,38,58,50,99,60,39,63,59,,,,100.0,,51.0,100.0,,,,,,3,FB,99.0,98-100,3/4,Normal,28.0,39.0,1,1,5,16,9,67,20,21,13,21,12,13,2,17,5,5,0.4,0.4,0.4,0.8,0.351,0.8,0.5,-0.01,0,0.2,0.2,0.0,0.0,0.0,0,0,85.0,29,3.07,3.46,1.0,1.7,2.3,3.41,1.7820231
RP,7,Blake Snell,,Los Angeles,MLB,MLB,12/04/1992,33,USA,6' 4',225 lbs,Left,Left,3.0 Stars,3.0 Stars,12,21,1,1,23,1,20,11,1,1,22,1,21,12,1,1,23,1,39,37,Normal,Normal,Normal,90,49,38,58,47,97,50,40,59,49,87,49,38,58,47,100.0,62.0,100.0,52.0,,,,,,,,,4,FB,96.0,95-97,3/4,Power,51.0,61.0,-,-,-,19,63,52,17,15,25,35,21,17,20,27,6,5,0.2,0.333,0.2,0.3,0.26,0.533,0.333,-0.13,0,-0.0,-0.2,0.0,0.0,0.0,0,0,149.2,81,4.87,3.86,-1.4,2.3,0.6,2.45,2.255361
RP,5,William Kempner,,Miami,MLB,MLB,06/18/2001,25,USA,6' 0',220 lbs,Right,Right,3.0 Stars,3.0 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,91,20,Flyball,Normal,Normal,59,60,51,58,61,46,48,47,50,48,77,74,55,65,78,,38.0,,90.0,87.0,,,,,,,,3,GB,97.0,96-98,SIDE,GB'er,23.0,43.0,2,2,2,21,16,41,21,5,23,33,7,13,1,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,1,31.1,10,2.87,2.89,0.4,0.5,0.5,2.91,0.53809506
RP,33,A.J. Puk,,Arizona,MLB,MLB,04/25/1995,31,USA,6' 7',245 lbs,Left,Left,3.0 Stars,3.0 Stars,3,1,2,6,1,10,1,1,1,4,1,9,1,3,2,7,1,10,47,11,Normal,Normal,Normal,75,52,47,55,52,95,62,49,59,65,68,50,46,54,50,100.0,,,93.0,52.0,51.0,57.0,,,,,,5,FB,97.0,96-98,3/4,Power,11.0,53.0,3,3,2,26,50,63,17,8,16,27,20,10,18,30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,1,4,78.0,25,2.88,3.02,2.0,1.2,1.4,3.07,1.124534
RP,31,Tyler Glasnow,,Los Angeles,MLB,MLB,08/23/1993,33,USA,6' 8',225 lbs,Left,Right,3.0 Stars,3.0 Stars,13,20,13,1,1,2,20,12,12,1,1,1,21,13,13,1,1,3,39,22,Normal,Normal,Normal,61,48,58,58,45,56,46,57,56,44,67,49,59,60,47,68.0,,58.0,65.0,47.0,,,,,,,,4,NEU,94.0,93-95,OTT,Normal,54.0,56.0,-,-,-,32,12,57,24,-,-,-,20,11,16,36,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,0,0.1,-1.2,0.0,0.0,0.0,0,0,154.0,56,3.27,3.32,0.8,3.5,3.6,3.03,3.4233143
RP,35,Trevor Megill,,Los Angeles,MLB,MLB,12/05/1993,32,USA,6' 8',235 lbs,Left,Right,3.0 Stars,3.0 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,80,5,Normal,Normal,Normal,61,48,51,46,49,62,49,52,47,50,60,48,51,45,49,100.0,,80.0,,,,,,,,,,2,EX FB,99.0,98-100,OTT,Power,17.0,39.0,5,5,1,26,16,52,19,10,27,53,14,13,17,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,23,5,58.0,18,2.79,3.1,2.4,1.2,1.6,3.01,1.2730811
RP,52,Bryan Abreu,,Houston,MLB,MLB,04/22/1997,29,DOM,6' 1',230 lbs,Right,Right,3.0 Stars,3.0 Stars,13,16,9,1,10,11,17,14,10,1,10,12,16,13,9,1,9,11,47,17,Normal,Normal,Normal,81,51,42,59,50,61,47,41,54,45,100,58,43,63,57,95.0,,,100.0,,,,,,,,,2,FB,97.0,96-98,3/4,Power,12.0,58.0,3,3,3,27,29,36,13,8,12,18,19,15,16,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,2,7,66.1,35,4.75,3.55,-0.6,0.7,-0.6,3.1,0.79714674
RP,26,Ruben Bermudez,,Baltimore,MLB,MLB,05/02/1998,28,CUB,6' 1',200 lbs,Left,Left,3.0 Stars,3.0 Stars,12,23,1,1,10,1,18,9,1,1,1,1,25,13,1,1,12,1,54,5,Normal,Pull,Normal,67,55,46,54,56,68,56,46,54,56,67,55,46,54,56,100.0,,78.0,,,,,,,,,,2,NEU,96.0,95-97,3/4,Power,14.0,57.0,11,11,9,18,13,67,3,45,41,64,9,8,3,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0,-0.1,-0.2,0.0,0.0,0.0,1,5,71.0,38,4.82,3.71,-3.1,0.5,-1.4,3.02,0.5159754
RP,58,Luis Castillo,,Seattle,MLB,MLB,12/12/1992,33,DOM,6' 2',200 lbs,Right,Right,3.0 Stars,3.0 Stars,10,15,1,1,15,1,15,10,1,1,15,1,15,10,1,1,14,1,32,5,Normal,Normal,Normal,57,47,65,60,45,49,43,61,57,40,65,49,68,65,47,75.0,45.0,,66.0,59.0,,,,,,,,4,EX FB,96.0,95-97,3/4,Power,68.0,52.0,1,1,1,16,18,59,11,7,17,24,9,11,4,25,44,43,0.093,0.114,0.116,0.4,0.104,0.23,0.174,-0.64,-2,-0.6,-7.0,0.0,0.0,0.0,0,0,180.2,76,3.79,4.31,-0.9,1.3,1.6,3.55,1.3897622
RP,29,Pete Fairbanks,,Los Angeles,MLB,MLB,12/16/1993,32,USA,6' 6',220 lbs,Right,Right,3.0 Stars,3.0 Stars,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,56,9,Normal,Normal,Normal,58,57,46,56,57,51,51,45,53,50,63,62,48,58,65,86.0,70.0,,92.0,,,,,,,,,3,FB,97.0,96-98,3/4,Power,16.0,45.0,35,35,36,35,11,26,17,25,50,21,16,8,17,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,1,2,49.2,21,3.81,3.03,0.1,0.8,0.2,3.77,0.849809
RP,62,Robert Garcia,,Chicago,MLB,MLB,06/14/1996,30,USA,6' 4',235 lbs,Right,Left,3.0 Stars,3.0 Stars,4,2,1,1,1,6,3,4,1,1,1,6,2,4,1,1,1,5,55,11,Normal,Normal,Normal,62,55,46,53,56,77,62,48,57,65,59,53,46,52,53,84.0,80.0,,62.0,,,,,,,,,3,NEU,95.0,94-96,3/4,Normal,12.0,57.0,1,1,1,34,56,70,2,38,57,18,13,4,17,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,27,6,56.0,27,4.34,3.39,-0.8,0.9,-0.1,2.78,1.0819918
RP,74,Kenley Jansen,,Boston,MLB,MLB,09/30/1987,39,CUR,6' 5',260 lbs,Switch,Right,3.0 Stars,3.0 Stars,38,21,23,1,16,51,21,37,23,1,15,49,21,38,23,1,17,52,44,16,Normal,Normal,Normal,48,63,55,52,69,44,56,53,50,58,51,72,56,55,80,,,,45.0,47.0,,71.0,,,,,,3,FB,93.0,92-94,OTT,Normal,11.0,26.0,1,1,12,11,17,45,8,13,28,50,13,9,10,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,5,5,63.2,35,4.95,3.29,0.1,1.0,-0.8,3.94,0.97152036
RP,52,Dylan Lee,,Atlanta,MLB,MLB,08/01/1994,32,USA,6' 3',205 lbs,Left,Left,3.0 Stars,3.0 Stars,10,16,1,1,1,1,15,9,1,1,1,1,16,10,1,1,1,1,34,6,Normal,Normal,Normal,68,49,61,52,49,83,53,66,55,53,63,49,60,51,48,57.0,49.0,,93.0,,,,,,,,,3,FB,94.0,93-95,OTT,Normal,19.0,82.0,1,1,1,23,43,33,23,3,3,3,17,15,14,23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,5,4,58.1,26,4.01,3.91,-0.6,0.2,-0.3,2.35,0.2863321
RP,31,Andrew Painter,,Philadelphia,MLB,MLB,04/10/2003,23,USA,6' 7',215 lbs,Right,Right,3.0 Stars,3.0 Stars,8,1,1,1,1,11,1,8,1,1,1,11,1,8,1,1,1,11,30,24,Flyball,Normal,Normal,59,53,43,56,53,52,50,42,55,50,66,57,45,57,57,98.0,44.0,67.0,87.0,,,,,,,,,4,EX GB,98.0,97-99,3/4,Power,56.0,43.0,3,3,3,23,16,61,9,14,22,34,19,16,16,19,5,5,0.4,0.4,0.4,0.9,0.351,0.8,0.5,0.03,0,-0.1,0.2,0.0,-0.0,-0.0,0,0,149.1,73,4.4,3.44,0.3,3.0,1.8,3.9,2.9314666
RP,43,Jonathan Loáisiga,,New York,MLB,MLB,11/02/1994,31,NCA,5' 11',170 lbs,Right,Right,3.0 Stars,3.0 Stars,13,21,6,1,15,1,22,13,7,1,16,3,21,13,6,1,14,1,39,29,Normal,Normal,Normal,39,69,57,59,73,35,58,53,55,60,42,79,60,63,85,,36.0,,46.0,52.0,,,,,,,,3,NEU,99.0,98-100,3/4,Normal,17.0,50.0,2,2,2,17,23,46,12,10,21,32,20,15,22,25,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0,0.1,-0.2,0.0,0.0,0.0,2,3,56.2,18,2.86,2.61,0.5,1.2,1.1,3.2,1.1436709
RP,13,Chris Martin,,Seattle,MLB,MLB,06/02/1986,40,USA,6' 8',220 lbs,Right,Right,3.0 Stars,3.0 Stars,34,1,27,1,1,65,1,35,28,1,1,69,1,34,27,1,1,64,54,1,Normal,Pull,Pull,41,56,98,47,61,40,54,96,46,59,42,58,99,49,61,40.0,,,,34.0,29.0,45.0,,,,,,4,NEU,93.0,92-94,3/4,Normal,12.0,61.0,-,-,-,16,43,27,17,-,-,-,9,13,4,13,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1,-0.2,0.0,0.0,0.0,3,4,81.2,24,2.64,3.56,2.0,0.7,1.6,3.54,0.6616534
RP,83,Eduard Bazardo,,Seattle,MLB,MLB,09/01/1995,31,VEN,6' 0',190 lbs,Right,Right,3.0 Stars,3.0 Stars,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,3,27,9,Normal,Spray,Spray,51,58,51,57,58,50,56,51,56,57,52,59,51,58,59,57.0,,80.0,,52.0,41.0,,,,,,,4,GB,96.0,95-97,3/4,Power,13.0,52.0,1,1,1,27,45,50,33,3,3,3,22,18,20,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,2,50.1,18,3.22,2.69,0.7,0.9,0.4,3.18,0.9715092
RP,49,Pablo Lopez,,Los Angeles,MLB,MLB,03/07/1996,30,VEN,6' 4',225 lbs,Left,Right,3.0 Stars,3.0 Stars,14,14,1,1,1,16,13,13,1,1,1,15,14,14,1,1,1,16,47,24,Normal,Normal,Normal,52,47,59,53,46,48,45,57,51,43,56,49,60,55,48,66.0,49.0,46.0,60.0,48.0,,,,,,,,5,NEU,95.0,94-96,3/4,Normal,69.0,58.0,2,2,1,32,15,41,7,10,15,26,16,12,18,22,29,29,0.069,0.069,0.069,0.2,0.061,0.138,0.1,-0.63,-2,-0.6,-5.7,0.0,0.1,0.1,0,0,136.0,72,4.76,4.06,-0.5,1.3,0.6,3.58,1.2050098
RP,68,Jordan Romano,,Washington,MLB,MLB,04/21/1993,33,CAN,6' 5',210 lbs,Right,Right,3.0 Stars,3.0 Stars,20,23,14,1,16,19,24,21,15,1,18,20,23,20,14,1,16,18,49,39,Normal,Normal,Normal,58,50,51,58,49,48,46,49,53,44,71,58,54,62,57,92.0,,,93.0,,,,,,,,,2,EX FB,97.0,96-98,3/4,Power,14.0,58.0,2,2,1,23,18,52,16,13,16,29,19,17,18,23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,1,2,59.2,14,2.11,3.05,1.6,1.0,1.7,2.32,0.81539094
RP,36,Clarke Schmidt,,New York,MLB,MLB,02/20/1996,30,USA,6' 1',200 lbs,Right,Right,2.5 Stars,2.5 Stars,5,10,8,1,1,1,11,7,9,1,1,1,10,4,8,1,1,1,56,42,Normal,Normal,Normal,52,51,49,55,51,48,49,48,53,48,55,54,50,57,53,48.0,41.0,48.0,71.0,55.0,,58.0,,,,,,6,NEU,95.0,94-96,3/4,Normal,53.0,58.0,1,1,1,29,46,51,32,19,21,38,15,14,12,25,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0,-0.0,-0.5,0.0,0.0,0.0,2,1,30.0,16,4.8,2.52,0.2,0.7,-0.1,3.64,0.85095197
RP,55,Ranger Suarez,,Philadelphia,MLB,MLB,08/26/1995,31,VEN,6' 1',180 lbs,Left,Left,2.5 Stars,2.5 Stars,11,17,2,1,1,1,17,11,1,1,1,1,17,11,3,1,1,1,49,27,Normal,Normal,Normal,43,58,48,54,60,44,60,49,55,61,43,58,48,54,59,41.0,45.0,44.0,,45.0,,40.0,,,,,,5,EX GB,92.0,91-93,3/4,GB'er,51.0,48.0,1,1,1,24,31,58,25,7,16,25,23,23,22,24,3,3,0.333,0.333,0.333,0.4,0.292,0.667,0.333,-0.01,0,0.0,-0.0,0.0,0.0,0.0,0,0,154.0,63,3.68,3.62,0.9,2.8,3.0,3.8,2.6906476
RP,45,Gerrit Cole,,New York,MLB,MLB,09/08/1990,36,USA,6' 4',220 lbs,Right,Right,2.5 Stars,2.5 Stars,16,28,1,1,1,4,28,17,1,1,1,4,28,16,1,1,1,4,34,48,Groundball,Pull,Pull,53,46,60,58,43,51,45,60,57,42,55,47,61,59,45,69.0,46.0,47.0,57.0,,,44.0,,,,,,5,EX FB,95.0,94-96,3/4,Normal,61.0,17.0,-,-,-,28,43,58,39,-,-,-,16,13,22,20,39,39,0.051,0.051,0.128,0.3,0.075,0.179,0.062,-0.69,-2,-0.7,-7.4,0.0,0.0,0.0,0,0,128.1,52,3.65,3.88,0.8,1.9,2.5,3.1,1.8104714
RP,11,Danny Coulombe,,Miami,MLB,MLB,10/26/1989,36,USA,5' 10',195 lbs,Left,Left,2.5 Stars,2.5 Stars,11,20,7,1,9,1,20,11,6,1,7,1,20,11,7,1,10,1,17,4,Normal,Normal,Normal,47,57,57,52,59,53,63,60,56,68,45,55,56,51,57,39.0,,40.0,51.0,44.0,,,,,,,,4,NEU,91.0,90-92,OTT,Normal,11.0,69.0,-,-,-,18,29,47,21,-,-,-,23,34,4,30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,2,58.0,18,2.79,3.08,1.2,0.9,0.7,3.53,0.8912908
RP,53,Carlos Estevez,,Atlanta,MLB,MLB,12/28/1992,33,DOM,6' 6',270 lbs,Right,Right,2.5 Stars,2.5 Stars,13,16,1,1,15,12,16,14,1,1,16,13,16,13,1,1,15,12,71,11,Normal,Normal,Normal,47,55,61,61,52,42,49,59,57,48,51,61,65,67,60,80.0,,,53.0,,,,,,,,,2,FB,97.0,96-98,3/4,Power,17.0,48.0,3,3,1,22,17,60,21,11,14,31,11,12,9,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,11,4,66.1,41,5.56,3.92,-2.9,0.2,-1.1,4.62,0.38384148
RP,50,Bryce Miller,,Seattle,MLB,MLB,08/23/1998,28,USA,6' 2',205 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,15,Normal,Normal,Normal,45,49,66,70,45,43,47,65,65,44,48,50,67,73,47,59.0,,31.0,45.0,42.0,37.0,37.0,,,,,,6,EX FB,97.0,96-98,3/4,Power,65.0,44.0,2,2,2,21,18,55,25,12,13,18,3,1,3,5,50,49,0.061,0.08,0.061,0.4,0.066,0.141,0.15,-0.88,-4,-1.0,-9.4,0.0,0.0,0.0,0,0,182.1,91,4.49,4.54,-1.4,0.8,1.1,3.46,0.8311642
RP,65,Gregory Soto,,Miami,MLB,MLB,02/11/1995,31,DOM,6' 1',235 lbs,Left,Left,2.5 Stars,2.5 Stars,15,17,1,1,1,16,16,15,1,1,1,15,17,16,1,1,1,17,74,10,Normal,Normal,Normal,58,62,40,51,69,88,86,42,58,96,51,57,39,47,61,69.0,,,75.0,86.0,,,,,,,,3,NEU,98.0,97-99,3/4,Power,19.0,48.0,1,1,3,26,23,62,6,9,18,28,12,14,12,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,1,4,50.0,19,3.42,3.19,2.4,0.8,0.7,3.22,0.79444194
RP,49,Blake Treinen,,Texas,MLB,MLB,06/30/1988,38,USA,6' 5',220 lbs,Right,Right,2.5 Stars,2.5 Stars,14,21,14,1,10,10,22,15,14,1,11,10,20,14,14,1,10,9,39,34,Normal,Normal,Normal,49,57,57,62,55,44,51,55,58,50,54,61,59,67,60,46.0,,,46.0,58.0,,49.0,,,,,,4,NEU,93.0,92-94,3/4,Normal,18.0,57.0,-,-,-,26,14,40,22,20,25,35,17,11,19,22,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0,-0.1,-0.2,0.0,0.0,0.0,3,5,69.2,29,3.75,2.82,-2.4,1.4,-0.4,3.26,1.3734356
RP,51,Alex Vesia,,Miami,MLB,MLB,04/11/1996,30,USA,6' 1',210 lbs,Left,Left,2.5 Stars,2.5 Stars,10,10,1,1,14,12,9,9,1,1,13,11,10,10,1,1,15,12,12,23,Normal,Normal,Normal,81,51,40,73,48,100,58,41,81,53,74,50,39,70,47,84.0,62.0,,78.0,,,,,,,,,3,FB,94.0,93-95,3/4,Normal,8.0,53.0,2,2,3,20,17,35,6,7,22,22,21,10,17,40,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0,-0.0,-0.2,0.0,0.0,0.0,1,2,56.0,25,4.02,3.96,-1.4,0.2,0.0,3.26,0.25024596
RP,58,Tanner Banks,,Philadelphia,MLB,MLB,10/24/1991,34,USA,6' 1',205 lbs,Right,Left,2.5 Stars,2.5 Stars,3,7,1,1,11,1,7,3,1,1,11,1,7,3,1,1,11,1,42,6,Normal,Normal,Normal,48,52,56,51,52,56,60,60,55,61,46,49,54,49,50,56.0,45.0,,57.0,40.0,,,,,,,,4,NEU,95.0,94-96,3/4,Normal,20.0,82.0,1,1,1,13,33,37,14,9,21,24,15,18,6,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,3,2,70.0,28,3.6,3.51,1.8,0.8,0.7,2.87,0.7803401
RP,67,Nestor Cortes,,New York,MLB,MLB,12/10/1994,31,CUB,5' 11',205 lbs,Right,Left,2.5 Stars,2.5 Stars,12,17,6,1,14,8,18,13,7,1,15,9,17,12,6,1,13,7,51,39,Normal,Normal,Normal,50,45,62,56,43,54,48,66,59,46,49,44,61,56,42,49.0,48.0,,45.0,,,53.0,,,,,,4,EX FB,92.0,91-93,3/4,Normal,58.0,64.0,3,3,3,20,12,41,19,12,14,19,16,17,7,27,15,14,0.143,0.2,0.143,0.5,0.163,0.343,0.222,-0.07,0,-0.2,-1.8,0.0,0.1,0.1,1,4,112.0,53,4.26,4.26,-1.3,0.4,0.5,3.49,0.3920704
RP,25,Zach Eflin,,New York,MLB,MLB,04/08/1994,32,USA,6' 6',215 lbs,Right,Right,2.5 Stars,2.5 Stars,11,15,4,1,1,5,16,11,5,1,1,7,15,11,3,1,1,4,50,23,Normal,Normal,Normal,37,46,94,50,45,35,44,91,48,43,38,48,97,52,47,38.0,14.0,24.0,31.0,32.0,,31.0,,,,,,6,FB,94.0,93-95,3/4,Normal,61.0,57.0,-,-,-,16,24,61,9,-,-,-,13,16,10,12,55,55,0.218,0.218,0.218,2.9,0.191,0.436,0.375,-0.3,1,-0.3,-5.3,0.0,0.0,0.0,0,0,200.1,69,3.1,4.21,2.3,2.2,5.5,3.63,2.1837935
RP,26,Zac Gallen,,Cleveland,MLB,MLB,08/03/1995,31,USA,6' 2',190 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45,1,Normal,Normal,Normal,49,50,50,61,48,50,50,50,61,48,49,50,50,61,48,64.0,47.0,52.0,47.0,,,41.0,,,,,,5,NEU,95.0,94-96,OTT,Normal,44.0,41.0,1,1,2,27,34,48,20,3,3,3,17,14,21,21,49,48,0.042,0.061,0.042,0.2,0.05,0.103,0.095,-0.99,-4,-1.0,-10.2,0.0,0.1,0.1,0,0,172.2,86,4.48,4.09,-0.7,2.0,1.6,3.55,2.0128715
RP,54,Ryan Brasier,,Baltimore,MLB,MLB,08/26/1987,39,USA,6' 0',220 lbs,Right,Right,2.5 Stars,2.5 Stars,14,23,1,1,1,1,23,14,1,1,1,2,23,14,1,1,1,1,49,16,Groundball,Spray,Spray,41,51,66,56,50,37,49,62,52,48,44,57,69,59,56,46.0,,,47.0,37.0,,33.0,,,,,,4,FB,95.0,94-96,3/4,Normal,14.0,53.0,3,3,4,14,36,70,9,34,18,4,15,16,16,17,2,2,0.5,0.5,0.5,0.5,0.439,1.0,0.5,0.01,0,0.0,0.2,0.0,0.0,0.0,1,3,72.2,32,3.96,3.48,0.6,0.7,0.4,3.35,0.6414565
RP,78,Yennier Cano,,Baltimore,MLB,MLB,03/09/1994,32,CUB,6' 4',245 lbs,Right,Right,2.5 Stars,2.5 Stars,7,8,1,1,10,8,8,8,1,1,10,8,8,7,1,1,10,8,62,1,Normal,Normal,Normal,47,57,46,47,62,43,50,45,43,53,51,64,48,51,72,46.0,,,40.0,53.0,40.0,,,,,,,4,EX GB,96.0,95-97,3/4,Power,18.0,40.0,1,1,1,16,17,56,14,14,18,28,13,7,18,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,81.1,29,3.21,3.15,1.1,1.1,1.1,3.94,1.0269885
RP,38,Alex Cobb,,Toronto,MLB,MLB,10/07/1987,38,USA,6' 3',200 lbs,Right,Right,2.5 Stars,2.5 Stars,3,4,1,1,9,2,5,4,1,1,10,3,3,2,1,1,9,1,44,23,Normal,Normal,Normal,34,56,51,40,68,29,49,49,35,56,37,61,54,43,76,,,,29.0,38.0,32.0,,,,,23.0,,4,EX GB,93.0,92-94,3/4,GB'er,53.0,50.0,3,3,5,23,41,58,20,54,29,34,12,14,10,18,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0,-0.2,-1.2,0.0,0.0,0.0,0,1,123.0,62,4.54,4.5,-1.5,0.6,0.3,4.78,0.6494528
RP,63,Jose Hernandez,,Texas,MLB,MLB,12/31/1997,28,DOM,6' 3',200 lbs,Left,Left,2.5 Stars,2.5 Stars,1,7,1,1,1,1,5,1,1,1,1,1,8,1,1,1,1,1,32,9,Normal,Spray,Spray,73,46,43,54,45,100,54,46,60,52,62,44,42,52,42,88.0,,,87.0,,,,,,,,,2,NEU,95.0,95-97,3/4,Normal,28.0,82.0,-,-,-,27,52,27,27,-,-,-,8,16,6,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,1,14.2,2,1.23,2.44,0.0,0.4,0.4,3.02,0.4560997
RP,24,Jakob Junis,,Detroit,MLB,MLB,09/16/1992,34,USA,6' 2',225 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,22,1,4,1,3,1,24,1,7,1,1,1,22,1,3,45,35,Flyball,Normal,Normal,49,47,72,52,46,45,44,67,48,43,54,49,77,54,48,48.0,47.0,,56.0,,,,,,,,,3,FB,92.0,91-93,3/4,Normal,31.0,58.0,-,-,-,16,30,58,22,-,-,-,20,15,23,23,20,20,0.2,0.2,0.25,1.1,0.194,0.45,0.308,-0.26,0,-0.3,-1.8,0.0,0.1,0.1,0,3,111.2,38,3.06,3.43,0.9,1.5,1.3,3.55,1.5066235
RP,49,Kevin Kelly,,Tampa Bay,MLB,MLB,11/28/1997,28,USA,6' 2',200 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,73,9,Normal,Normal,Normal,41,62,73,66,61,34,49,62,56,48,48,76,82,77,75,,,,43.0,48.0,,38.0,,,,,,3,GB,91.0,90-92,SIDE,GB'er,14.0,37.0,4,4,3,35,25,60,14,22,15,35,14,14,18,23,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13,0,0.0,-0.7,0.0,0.0,0.0,1,1,61.1,17,2.49,2.81,1.9,1.1,1.1,4.17,1.0062807
